"page","section","row","cell","old_text","new_text","baseline_page","baseline_sha256","candidate_sha256","label","found_in_complete_table"
"table_s2_part_01.html","tbody",2,3,"00:41 (00:11, 01:33) 01:10 ± 01:28 N=141; d=816","00:41 (00:11, 01:33) 01:10 ± 01:28 N=141; d=816","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,4,"01:18 (00:31, 03:24) 02:00 ± 01:54 N=13; d=78","01:18 (00:31, 03:24) 02:00 ± 01:54 N=13; d=78","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,5,"01:18 (00:29, 02:12) 01:33 ± 01:28 N=13; d=78","01:18 (00:29, 02:12) 01:33 ± 01:28 N=13; d=78","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,6,"01:03 (00:20, 02:32) 01:48 ± 02:14 N=18; d=107","01:03 (00:20, 02:32) 01:48 ± 02:14 N=18; d=107","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,7,"00:40 (00:07, 01:25) 01:06 ± 01:22 N=26; d=150","00:40 (00:07, 01:25) 01:06 ± 01:22 N=26; d=150","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,8,"00:39 (00:10, 01:46) 01:09 ± 01:18 N=10; d=60","00:39 (00:10, 01:46) 01:09 ± 01:18 N=10; d=60","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,9,"00:27 (00:06, 00:53) 00:38 ± 00:47 N=23; d=129","00:27 (00:06, 00:53) 00:38 ± 00:47 N=23; d=129","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,10,"00:30 (00:06, 01:04) 00:44 ± 00:51 N=17; d=101","00:30 (00:06, 01:04) 00:44 ± 00:51 N=17; d=101","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,11,"00:19 (00:09, 00:43) 00:32 ± 00:33 N=6; d=32","00:19 (00:09, 00:43) 00:32 ± 00:33 N=6; d=32","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,12,"00:43 (00:17, 01:14) 00:58 ± 00:57 N=15; d=81","00:43 (00:17, 01:14) 00:58 ± 00:57 N=15; d=81","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,13,"Symlog (base 10; threshold 1)","Symlog (base 10; threshold 1)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",2,14,"Time above 1,000 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells.","Time above 1,000 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,1,"Time above 250 lx melEDI during wake Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.","Time above 250 lx melEDI during wake Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,2,"HH:MM","HH:MM","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,3,"02:25 (00:51, 04:37) 03:00 ± 02:29 N=141; d=737","02:25 (00:51, 04:37) 03:00 ± 02:29 N=141; d=737","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,4,"04:06 (02:30, 06:15) 04:21 ± 02:24 N=13; d=73","04:06 (02:30, 06:15) 04:21 ± 02:24 N=13; d=73","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,5,"03:29 (02:03, 05:16) 03:39 ± 02:25 N=13; d=64","03:29 (02:03, 05:16) 03:39 ± 02:25 N=13; d=64","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,6,"03:42 (02:05, 05:58) 04:05 ± 02:51 N=18; d=90","03:42 (02:05, 05:58) 04:05 ± 02:51 N=18; d=90","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,7,"02:01 (00:47, 04:20) 02:52 ± 02:39 N=26; d=141","02:01 (00:47, 04:20) 02:52 ± 02:39 N=26; d=141","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,8,"02:38 (00:55, 04:19) 02:57 ± 02:19 N=10; d=54","02:38 (00:55, 04:19) 02:57 ± 02:19 N=10; d=54","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,9,"02:43 (00:54, 04:43) 03:02 ± 02:19 N=23; d=113","02:43 (00:54, 04:43) 03:02 ± 02:19 N=23; d=113","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,10,"01:30 (00:41, 03:26) 02:09 ± 01:57 N=17; d=94","01:30 (00:41, 03:26) 02:09 ± 01:57 N=17; d=94","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,11,"01:39 (00:33, 02:40) 01:48 ± 01:21 N=6; d=30","01:39 (00:33, 02:40) 01:48 ± 01:21 N=6; d=30","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,12,"01:14 (00:25, 02:37) 01:45 ± 01:46 N=15; d=78","01:14 (00:25, 02:37) 01:45 ± 01:46 N=15; d=78","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,13,"Symlog (base 10; threshold 1)","Symlog (base 10; threshold 1)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",3,14,"Time above 250 lx melEDI during wake distribution by site. Exact numerical summaries are in the adjacent cells.","Time above 250 lx melEDI during wake distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,1,"Time below 10 lx melEDI before sleep Low-light time before bed; limits evening melatonin suppression and circadian delay.","Time below 10 lx melEDI before sleep Low-light time before bed; limits evening melatonin suppression and circadian delay.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,2,"HH:MM","HH:MM","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,3,"01:53 (01:01, 02:35) 01:51 ± 01:02 N=139; d=655","01:53 (01:01, 02:35) 01:51 ± 01:02 N=139; d=655","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,4,"02:16 (01:30, 02:39) 02:05 ± 00:53 N=13; d=67","02:16 (01:30, 02:39) 02:05 ± 00:53 N=13; d=67","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,5,"01:50 (01:21, 02:52) 01:59 ± 00:57 N=12; d=50","01:50 (01:21, 02:52) 01:59 ± 00:57 N=12; d=50","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,6,"01:42 (00:53, 02:17) 01:41 ± 00:58 N=18; d=84","01:42 (00:53, 02:17) 01:41 ± 00:58 N=18; d=84","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,7,"01:52 (01:04, 02:25) 01:52 ± 01:06 N=26; d=132","01:52 (01:04, 02:25) 01:52 ± 01:06 N=26; d=132","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,8,"01:43 (00:42, 02:32) 01:45 ± 01:10 N=10; d=52","01:43 (00:42, 02:32) 01:45 ± 01:10 N=10; d=52","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,9,"01:43 (00:58, 02:50) 01:50 ± 01:05 N=23; d=105","01:43 (00:58, 02:50) 01:50 ± 01:05 N=23; d=105","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,10,"01:31 (00:49, 02:15) 01:38 ± 01:00 N=17; d=82","01:31 (00:49, 02:15) 01:38 ± 01:00 N=17; d=82","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,11,"02:16 (01:15, 02:39) 01:56 ± 01:00 N=6; d=25","02:16 (01:15, 02:39) 01:56 ± 01:00 N=6; d=25","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,12,"02:30 (01:28, 02:52) 02:09 ± 00:57 N=14; d=58","02:30 (01:28, 02:52) 02:09 ± 00:57 N=14; d=58","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,13,"Symlog (base 10; threshold 1)","Symlog (base 10; threshold 1)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",4,14,"Time below 10 lx melEDI before sleep distribution by site. Exact numerical summaries are in the adjacent cells.","Time below 10 lx melEDI before sleep distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",5,1,"Time below 1 lx melEDI during sleep Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.","Time below 1 lx melEDI during sleep Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",5,2,"HH:MM","HH:MM","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",5,3,"07:08 (05:58, 08:15) 07:04 ± 01:57 N=141; d=778","07:08 (05:58, 08:15) 07:04 ± 01:57 N=141; d=778","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
"table_s2_part_01.html","tbody",5,4,"07:08 (06:03, 08:18) 07:12 ± 01:46 N=13; d=76","07:08 (06:03, 08:18) 07:12 ± 01:46 N=13; d=76","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_01.html","2cc8699a2d197f331bf8c8fd2f0dfe35c5ddea8887a9440cda7d97411dda010f","caf9e0299cf4cbe4cff190eec5f8e8b1eb00282b22551d774462a500499662c7","Table_S2",TRUE
