"package","static_detected","static_source_count","static_sources","declared_require","declared_version","base_package","dependency_policy","runtime_required","explicit_lock_expected","policy_rationale","installed_version","installed_built","installed_library","installed_repository","installed_remote_type","installed_remote_host","installed_remote_repo","installed_remote_ref","installed_remote_sha","lock_version","lock_source","lock_repository","lock_remote_type","lock_remote_host","lock_remote_repo","lock_remote_ref","lock_remote_sha","installed","locked","lock_expected","version_equal","scanner_false_positive_confirmed","reconciliation_status","source_metadata_status"
"readr",TRUE,88,"audit/scripts/audit_h01_predictor_identifiability.R;audit/scripts/audit_h03_h04_category_support.R;audit/scripts/audit_mder_device_assignment.R;audit/scripts/verify_baua_reference_profiles.R;audit/scripts/verify_state_aggregation_order.R;notebooks/descriptives.qmd;notebooks/hypotheses/H02.qmd;notebooks/preparation/06_model_ready_datasets.qmd;notebooks/preparation/07_example_days.qmd;scripts/descriptives/build_descriptive_data.R;scripts/descriptives/build_descriptives.R;scripts/descriptives/build_previous_comparisons.R;scripts/descriptives/descriptive_contract.R;scripts/hypotheses/H01/audit_h01_major_gates.R;scripts/hypotheses/H01/audit_h01_postbootstrap_response_families.R;scripts/hypotheses/H01/build_h01_worker_manifest.R;scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R;scripts/hypotheses/H01/run_h01_models.R;scripts/hypotheses/H02/audit_submitted_h02.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/build_h02_model_data.R;scripts/hypotheses/H02/h02_contract.R;scripts/hypotheses/H02/h02_figure4_pointwise.R;scripts/hypotheses/H02/run_h02_analysis.R;scripts/hypotheses/H02/run_h02_dominance_analysis.R;scripts/hypotheses/H02/run_h02_formula_sensitivity.R;scripts/hypotheses/H02/run_h02_temporal_diagnostics.R;scripts/pipeline/build_base_model_data.R;scripts/pipeline/build_h01_manuscript_prepared_data.R;scripts/pipeline/build_h01_model_data.R;scripts/pipeline/build_import_alignment.R;scripts/pipeline/build_mder_support_gate.R;scripts/pipeline/build_metric_derivation.R;scripts/pipeline/build_model_input_acquisition.R;scripts/pipeline/build_model_input_normalization.R;scripts/pipeline/build_preanalysis_comparison.R;scripts/pipeline/build_reference_profiles.R;scripts/pipeline/build_temporal_sequence_provenance.R;scripts/pipeline/h01_manuscript_prepared_adapter.R;scripts/pipeline/import_sources.R;scripts/pipeline/model_input_acquisition.R;scripts/pipeline/paths_io.R;scripts/pipeline/reconcile_pinned_download_hashes.R;scripts/pipeline/state_interval_projection.R;scripts/pipeline/verify_base_model_data_artifacts.R;scripts/pipeline/verify_coverage_artifacts.R;scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R;scripts/pipeline/verify_h01_model_data_artifacts.R;scripts/pipeline/verify_import_alignment_artifacts.R;scripts/pipeline/verify_mder_support_gate_artifacts.R;scripts/pipeline/verify_metric_derivation_core.R;scripts/pipeline/verify_metric_derivation_mder.R;scripts/pipeline/verify_model_input_acquisition.R;scripts/pipeline/verify_model_input_normalization.R;scripts/pipeline/verify_preanalysis_comparison_artifacts.R;scripts/pipeline/verify_prepared_day_showcase_artifacts.R;scripts/pipeline/verify_reference_profile_artifacts.R;scripts/pipeline/verify_site_solar_context_artifacts.R;scripts/pipeline/verify_state_support_gate_artifacts.R;scripts/pipeline/verify_temporal_sequence_provenance_artifacts.R;tests/descriptives/run_tests.R;tests/hypotheses/H01/test_h01_bootstrap_outputs.R;tests/hypotheses/H02/test_h02_dominance_pilot.R;tests/hypotheses/H02/test_h02_figure4_replication.R;tests/hypotheses/H02/test_h02_outputs.R;tests/test_base_model_data.R;tests/test_build_coverage_sample_flow.R;tests/test_build_h01_manuscript_prepared_data.R;tests/test_build_h01_model_data.R;tests/test_build_metric_derivation.R;tests/test_build_reference_profiles.R;tests/test_build_site_solar_context.R;tests/test_build_temporal_sequence_provenance.R;tests/test_daily_coverage_rule_diagnostic.R;tests/test_manuscript_prepared_data.R;tests/test_mder_support_gate.R;tests/test_model_input_acquisition.R;tests/test_model_input_normalization.R;tests/test_preanalysis_comparison.R;tests/test_tum_exercise_source_transition.R;tests/test_verify_coverage_artifacts.R;tests/test_verify_import_alignment_artifacts.R;tests/test_verify_mder_support_gate_artifacts.R;tests/test_verify_metric_derivation_core.R;tests/test_verify_metric_derivation_mder.R;tests/test_verify_reference_profile_artifacts.R;tests/test_verify_site_solar_context_artifacts.R;tests/test_verify_state_support_gate_artifacts.R","","",FALSE,"",FALSE,FALSE,"","2.2.0","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 15:50:28 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","readr","2.2.0","2.2.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"readxl",TRUE,1,"metric_preparation.qmd","","",FALSE,"",FALSE,FALSE,"","1.5.0","R 4.6.0; aarch64-apple-darwin20; 2026-05-17 05:18:26 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","readxl","1.5.0","1.5.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"reformulas",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.4.4","R 4.6.0; ; 2026-04-26 02:19:52 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","reformulas","0.4.4","0.4.4","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rematch",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.0.0","R 4.6.0; ; 2026-06-17 18:43:26 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","rematch","2.0.0","2.0.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rematch2",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.1.2","R 4.6.0; ; 2026-04-29 22:17:20 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","rematch2","2.1.2","2.1.2","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"renv",TRUE,7,"renv.lock;scripts/environment/environment_audit.R;scripts/environment/run_environment_audit.R;scripts/environment/run_renv_status_safe.R;scripts/environment/snapshot_renv_lock.R;tests/test_environment_audit.R;tests/test_renv_lockfile.R","","",FALSE,"",FALSE,FALSE,"","1.2.3","R 4.6.0; ; 2026-05-17 05:18:20 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","renv","1.2.3","1.2.3","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"reprex",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.1.1","R 4.6.0; ; 2026-06-17 19:35:06 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","reprex","2.1.1","2.1.1","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rlang",TRUE,11,"Descriptives.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/fitting.R;scripts/pipeline/assertions.R;scripts/RQ2_specific.R;scripts/summaries.R","","",FALSE,"",FALSE,FALSE,"","1.3.0","R 4.6.1; aarch64-apple-darwin23; 2026-07-05 10:40:38 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","rlang","1.3.0","1.3.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rmarkdown",TRUE,32,"_explorative.qmd;data_preparation.qmd;Descriptives.qmd;metric_preparation.qmd;notebooks/assemble_artifacts.qmd;notebooks/descriptives.qmd;notebooks/hypotheses/H01.qmd;notebooks/hypotheses/H02.qmd;notebooks/hypotheses/H03.qmd;notebooks/hypotheses/H04.qmd;notebooks/hypotheses/H05.qmd;notebooks/hypotheses/H06.qmd;notebooks/hypotheses/H07.qmd;notebooks/hypotheses/H08.qmd;notebooks/hypotheses/H09.qmd;notebooks/hypotheses/H10.qmd;notebooks/hypotheses/H11.qmd;notebooks/placement_decision.qmd;notebooks/preparation/01_import_state_alignment.qmd;notebooks/preparation/02_coverage_sample_flow.qmd;notebooks/preparation/03_reference_profiles.qmd;notebooks/preparation/04_metric_derivation.qmd;notebooks/preparation/05_model_input_acquisition.qmd;notebooks/preparation/06_model_ready_datasets.qmd;notebooks/preparation/07_example_days.qmd;notebooks/sensitivity_battery.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd","","",FALSE,"",FALSE,FALSE,"","2.31","R 4.6.0; ; 2026-04-26 11:07:48 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","rmarkdown","2.31","2.31","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rnaturalearth",TRUE,2,"Descriptives.qmd;scripts/descriptives/build_descriptive_data.R","","",FALSE,"",FALSE,FALSE,"","1.2.0","R 4.6.0; ; 2026-04-26 05:25:56 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","rnaturalearth","1.2.0","1.2.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rnaturalearthdata",TRUE,1,"Descriptives.qmd","","",FALSE,"",FALSE,FALSE,"","1.0.0","R 4.6.0; ; 2026-04-29 22:57:46 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","rnaturalearthdata","1.0.0","1.0.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rpart",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","4.1.27","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:54:07 UTC; unix","/Library/Frameworks/R.framework/Resources/library","CRAN","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"library_only","not_comparable"
"rstudioapi",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.19.0","R 4.6.0; ; 2026-07-28 21:03:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","rstudioapi","0.19.0","0.19.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rvest",TRUE,1,"scripts/descriptives/build_previous_comparisons.R","","",FALSE,"",FALSE,FALSE,"","1.0.5","R 4.6.0; ; 2026-07-28 21:06:11 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","rvest","1.0.5","1.0.5","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"s2",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.1.11","R 4.6.0; aarch64-apple-darwin23; 2026-06-01 15:24:00 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","s2","1.1.11","1.1.11","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"S7",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.2.2","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 09:28:03 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","S7","0.2.2","0.2.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"sandwich",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","3.1-1","R 4.6.1; ; 2026-07-29 20:28:18 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","sandwich","3.1-1","3.1-1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"sass",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.4.10","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:04:10 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","sass","0.4.10","0.4.10","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"scales",TRUE,8,"Descriptives.qmd;scripts/descriptives/build_publication_tables.R;scripts/descriptives/plot_descriptive_figures.R;scripts/descriptives/plot_descriptive_replications.R;scripts/hypotheses/H02/run_h02_analysis.R;scripts/pipeline/build_preanalysis_comparison.R","","",FALSE,"",FALSE,FALSE,"","1.4.0","R 4.6.0; ; 2026-07-28 21:04:11 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","scales","1.4.0","1.4.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"see",TRUE,1,"tests/test_environment_smoke.R","","",FALSE,"optional_runtime_required",TRUE,TRUE,"`performance::check_model()` requires the optional plotting backend `see` for the planned model diagnostics.","0.14.1","R 4.6.1; ; 2026-06-29 12:29:08 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","see","0.14.1","0.14.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"selectr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.6-0","R 4.6.1; ; 2026-06-23 07:04:50 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","selectr","0.6-0","0.6-0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"sf",TRUE,5,"Descriptives.qmd;scripts/descriptives/build_descriptive_data.R;scripts/descriptives/plot_descriptive_figures.R;scripts/descriptives/plot_descriptive_replications.R;tests/test_environment_smoke.R","","",FALSE,"",FALSE,FALSE,"","1.1-2","R 4.6.1; aarch64-apple-darwin23; 2026-07-23 07:32:45 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","sf","1.1-2","1.1-2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"shiny",TRUE,11,"notebooks/hypotheses/H01.qmd;notebooks/hypotheses/H02.qmd;notebooks/hypotheses/H03.qmd;notebooks/hypotheses/H04.qmd;notebooks/hypotheses/H05.qmd;notebooks/hypotheses/H06.qmd;notebooks/hypotheses/H07.qmd;notebooks/hypotheses/H08.qmd;notebooks/hypotheses/H09.qmd;notebooks/hypotheses/H10.qmd;notebooks/hypotheses/H11.qmd","","",FALSE,"quarto_params_scanner_false_positive",FALSE,TRUE,"renv 1.2.3 maps Quarto YAML `params:` to Shiny; the hypothesis notebooks contain no Shiny runtime. Record it to keep the scanner and lockfile synchronized.","1.14.0","R 4.6.0; ; 2026-06-22 05:36:58 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","shiny","1.14.0","1.14.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,TRUE,"version_synchronized","repository_metadata_present"
"sjlabelled",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.2.0","R 4.6.0; ; 2026-04-25 16:36:52 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","sjlabelled","1.2.0","1.2.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"sjmisc",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.8.11","R 4.6.0; ; 2026-04-26 11:34:12 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","sjmisc","2.8.11","2.8.11","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"sjPlot",TRUE,4,"RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd","","",FALSE,"",FALSE,FALSE,"","2.9.0","R 4.6.0; ; 2026-04-26 16:14:37 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","sjPlot","2.9.0","2.9.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"sjstats",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.19.1","R 4.6.0; ; 2026-04-26 11:16:35 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","sjstats","0.19.1","0.19.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"slider",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.3.3","R 4.6.0; aarch64-apple-darwin20; 2026-04-30 00:20:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","slider","0.3.3","0.3.3","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"sourcetools",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.1.7-2","R 4.6.0; aarch64-apple-darwin20; 2026-06-17 18:49:55 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","sourcetools","0.1.7-2","0.1.7-2","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"spatial",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","7.3-18","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:54:07 UTC; unix","/Library/Frameworks/R.framework/Resources/library","CRAN","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"library_only","not_comparable"
"splines",FALSE,0,"","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:51 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"statmod",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.5.2","R 4.6.0; aarch64-apple-darwin23; 2026-05-17 15:51:58 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","statmod","1.5.2","1.5.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"stats",TRUE,66,"audit/scripts/audit_mder_device_assignment.R;audit/scripts/compare_preparation04_baseline.R;audit/scripts/verify_preparation06_html.R;notebooks/hypotheses/H02.qmd;notebooks/preparation/02_coverage_sample_flow.qmd;notebooks/preparation/04_metric_derivation.qmd;notebooks/preparation/06_model_ready_datasets.qmd;scripts/descriptives/build_descriptive_data.R;scripts/descriptives/build_descriptive_replications.R;scripts/descriptives/descriptive_contract.R;scripts/descriptives/plot_descriptive_replications.R;scripts/hypotheses/H01/h01_contract.R;scripts/hypotheses/H01/h01_modeling.R;scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R;scripts/hypotheses/H01/run_h01_models.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/h02_contract.R;scripts/hypotheses/H02/h02_dominance.R;scripts/hypotheses/H02/h02_figure4_pointwise.R;scripts/hypotheses/H02/h02_modeling.R;scripts/hypotheses/H02/run_h02_dominance_analysis.R;scripts/hypotheses/H02/run_h02_temporal_diagnostics.R;scripts/pipeline/aggregation_coverage.R;scripts/pipeline/assertions.R;scripts/pipeline/base_model_data.R;scripts/pipeline/build_base_model_data.R;scripts/pipeline/build_import_alignment.R;scripts/pipeline/build_manuscript_prepared_data.R;scripts/pipeline/build_preanalysis_comparison.R;scripts/pipeline/build_reference_profiles.R;scripts/pipeline/build_site_solar_context.R;scripts/pipeline/build_temporal_sequence_provenance.R;scripts/pipeline/h01_manuscript_prepared_adapter.R;scripts/pipeline/manuscript_prepared_data.R;scripts/pipeline/mder_support_gate.R;scripts/pipeline/metric_derivation.R;scripts/pipeline/model_input_acquisition.R;scripts/pipeline/model_input_normalization.R;scripts/pipeline/multiplicity.R;scripts/pipeline/preanalysis_comparison.R;scripts/pipeline/reference_profiles.R;scripts/pipeline/verify_base_model_data_artifacts.R;scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R;scripts/pipeline/verify_mder_support_gate_artifacts.R;scripts/pipeline/verify_model_input_normalization.R;scripts/pipeline/verify_preanalysis_comparison_artifacts.R;scripts/pipeline/verify_reference_profile_artifacts.R;scripts/pipeline/verify_rolling_windows.R;scripts/pipeline/verify_site_solar_context_artifacts.R;scripts/pipeline/verify_state_support_gate_artifacts.R;scripts/pipeline/verify_temporal_sequence_provenance_artifacts.R;tests/descriptives/run_tests.R;tests/hypotheses/H01/test_h01_contract.R;tests/hypotheses/H01/test_h01_fit_outputs.R;tests/hypotheses/H01/test_h01_modeling.R;tests/hypotheses/H01/test_h01_response_gate_repairs.R;tests/hypotheses/H02/test_h02_dominance_fit.R;tests/hypotheses/H02/test_h02_dominance.R;tests/hypotheses/H02/test_h02_figure4_replication.R;tests/hypotheses/H02/test_h02_outputs.R;tests/run_pipeline_tests.R;tests/test_environment_smoke.R;tests/test_model_input_acquisition.R;tests/test_site_solar_supplemental_dates.R;tests/test_verify_reference_profile_artifacts.R;tests/test_verify_state_support_gate_artifacts.R","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:35 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"stats4",FALSE,0,"","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; ; 2026-06-25 21:53:51 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"stringi",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.8.7","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:16 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","stringi","1.8.7","1.8.7","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"stringr",TRUE,1,"audit/scripts/audit_mder_device_assignment.R","","",FALSE,"",FALSE,FALSE,"","1.6.0","R 4.6.0; ; 2026-04-25 11:14:29 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","stringr","1.6.0","1.6.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
