run_id,site,work_free_day,activity_status,clock_hour_bin,one_hour_observations,participant_days,participants
main__glasses__all_available,KNUST,Work day,"Active (light, moderate, or vigorous exercise)",21,35,35,14
main__glasses__all_available,KNUST,Work day,"Active (light, moderate, or vigorous exercise)",22,35,35,14
main__glasses__all_available,KNUST,Work day,"Active (light, moderate, or vigorous exercise)",23,37,37,14
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),0,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),1,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),2,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),3,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),4,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),5,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),6,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),7,6,6,4
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),8,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),9,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),10,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),11,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),12,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),15,8,8,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),16,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),17,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),18,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),19,9,9,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),20,7,7,4
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),21,8,8,5
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),22,8,8,5
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),23,8,8,5
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),13,8,8,6
main__glasses__all_available,KNUST,Free day,Sedentary (no reported exercise),14,8,8,6
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",0,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",1,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",2,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",3,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",4,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",5,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",6,30,30,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",7,28,28,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",8,29,29,10
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",9,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",10,29,29,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",11,28,28,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",12,30,30,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",13,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",14,30,30,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",16,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",17,30,30,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",18,30,30,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",19,28,28,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",20,26,26,8
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",21,30,30,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",22,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",23,31,31,11
main__glasses__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",15,29,29,11
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),0,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),1,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),2,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),3,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),4,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),5,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),6,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),7,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),8,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),9,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),10,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),11,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),12,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),14,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),15,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),18,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),19,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),20,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),21,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),22,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),23,3,3,2
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),13,2,2,1
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),16,2,2,1
main__glasses__all_available,KNUST,Work day,Sedentary (no reported exercise),17,2,2,1
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",0,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",1,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",2,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",3,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",4,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",5,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",6,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",7,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",8,74,74,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",9,74,74,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",10,74,74,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",11,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",12,75,75,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",13,72,72,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",14,73,73,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",15,74,74,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",16,70,70,24
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",17,69,69,24
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",18,68,68,24
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",19,66,66,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",20,65,65,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",21,69,69,25
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",22,71,71,24
main__glasses__all_available,MPI,Work day,"Active (light, moderate, or vigorous exercise)",23,69,69,23
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",0,36,36,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",1,38,38,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",2,38,38,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",3,38,38,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",4,38,38,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",5,38,38,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",6,38,38,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",7,38,38,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",8,37,37,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",9,37,37,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",10,36,36,21
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",11,35,35,20
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",12,36,36,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",13,37,37,21
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",14,36,36,20
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",15,32,32,17
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",16,34,34,21
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",17,34,34,20
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",18,38,38,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",19,35,35,21
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",20,36,36,22
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",21,36,36,21
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",22,35,35,21
main__glasses__all_available,MPI,Free day,"Active (light, moderate, or vigorous exercise)",23,35,35,21
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),0,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),1,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),2,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),3,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),4,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),5,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),6,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),7,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),8,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),9,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),10,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),11,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),12,10,10,6
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),13,10,10,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),14,10,10,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),15,10,10,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),16,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),17,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),19,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),20,10,10,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),21,9,9,6
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),22,11,11,7
main__glasses__all_available,MPI,Work day,Sedentary (no reported exercise),23,11,11,7
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),0,23,23,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),1,23,23,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),2,23,23,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),3,24,24,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),4,24,24,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),5,24,24,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),6,24,24,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),7,24,24,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),8,24,24,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),9,23,23,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),10,23,23,13
main__glasses__all_available,MPI,Free day,Sedentary (no reported exercise),11,23,23,12
