run_id,model_role,site,work_free_day,activity_status,clock_hour_bin,one_hour_observations,participant_days,participants,residual_mean,residual_sd,fitted_mean,observed_mean,zero_fraction
employment_eligible__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",16,31,31,12,25.454920580102836,92.27235555533929,286.35770124276956,717.5135729988658,0
employment_eligible__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",17,29,29,12,26.96260190963377,103.76047814013961,285.7543990622478,740.9205491224825,0
employment_eligible__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",18,29,29,12,-6.4833584423666055,17.497603719648225,285.38665795900107,175.00201187960982,0
employment_eligible__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",19,29,29,12,-12.216218271963257,8.26050973069179,285.6671993027735,79.30948354256425,0
employment_eligible__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",20,30,30,12,-13.708440955794057,5.642479631914321,286.2286246834187,54.233654787295976,0
employment_eligible__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",21,30,30,12,-15.993405726361411,0.9044292718037199,286.2286246834187,15.627560014468676,0
employment_eligible__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",22,31,31,12,-16.547138042155854,0.7682908327486708,286.19573979449615,6.186428815087876,0.06451612903225806
employment_eligible__glasses__all_available,additive,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",23,31,31,12,-16.371477878648022,1.3807436659047605,285.2360817207148,8.804704517267103,0.3225806451612903
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),0,3,3,3,-13.958884191373969,0.39359297920065744,194.95372482370743,0,1
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),1,3,3,3,-13.958884191373969,0.39359297920065744,194.95372482370743,0,1
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),2,3,3,3,-13.958884191373969,0.39359297920065744,194.95372482370743,0,1
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),3,3,3,3,-13.958884191373969,0.39359297920065744,194.95372482370743,0,1
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),4,3,3,3,-13.958884191373969,0.39359297920065744,194.95372482370743,0,1
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),5,3,3,3,-13.947277064657747,0.3747515013733411,194.95372482370743,0.166982844848431,0.6666666666666666
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),6,3,3,3,-13.39290543423874,0.6247383382724148,194.95372482370743,8.142303026479663,0.6666666666666666
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),7,3,3,3,-11.101554439286085,4.5589344729508605,194.95372482370743,41.101920595290835,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),8,3,3,3,-11.588750062115844,3.6525743593448854,194.95372482370743,34.077888026069964,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),9,3,3,3,-8.493234898581486,8.895454977381004,194.95372482370743,78.58515160412492,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),10,3,3,3,-2.9737321752349644,18.156241081238978,194.95372482370743,157.92872663249824,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),11,3,3,3,-2.6972133469667385,13.367782422838072,194.95372482370743,160.7928825917046,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),12,3,3,3,301.06155837010704,532.7345253968039,194.95372482370743,4529.4910693292795,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),13,3,3,3,17.676848163972636,37.20271272246916,194.95372482370743,451.3931127644064,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),14,3,3,3,2.1854172421136546,19.154803144811865,194.95372482370743,230.3217396453319,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),15,3,3,3,-3.2104434905039168,8.273689879683486,194.95372482370743,150.6711776437725,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),16,3,3,3,-5.234206928370496,7.921321651425689,194.95372482370743,122.67918408338512,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),17,3,3,3,-9.742398197186287,4.7376412486562085,194.95372482370743,59.023634882612676,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),18,3,3,3,-10.034369921454774,5.68947583788565,194.95372482370743,56.31142802848137,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),19,3,3,3,-10.228690311937486,5.69475353162778,194.95372482370743,53.57595097722052,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),20,3,3,3,-13.17221897250968,0.49646516349423797,194.95372482370743,11.19492784068953,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),21,2,2,2,-13.68246507075957,0.31198803201023945,196.11496893807785,4.492165950580331,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),22,3,3,3,-13.881472445224027,0.27312835151925224,194.95372482370743,1.1130924439646108,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,Sedentary (no reported exercise),23,3,3,3,-13.880965079155759,0.2874364664347796,194.95372482370743,1.1157538935432338,0
employment_eligible__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",19,12,12,8,-11.936747544999418,10.911753047141495,414.6927388993341,172.8828557032359,0.08333333333333333
employment_eligible__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",20,12,12,9,-18.208439362797737,2.8947127532746957,414.3347716413165,43.47091503156411,0.08333333333333333
employment_eligible__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",21,11,11,8,-19.791685658579976,1.035193659751413,415.69267043281997,11.83508633014465,0.09090909090909091
employment_eligible__glasses__all_available,additive,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",22,11,11,8,-20.19328097920429,0.6610174040328265,412.76914738008094,2.323937156070673,0.36363636363636365
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",0,36,36,14,-18.73879977711924,0.45239778343756715,351.76314830895035,0.21249174789728745,0.7777777777777778
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",1,36,36,14,-18.742835899215756,0.45512880076055856,351.76314830895035,0.13481261588520282,0.9444444444444444
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",2,36,36,14,-18.749823880680733,0.46124094135494664,351.76314830895035,2.095421898988143e-4,0.9722222222222222
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",3,36,36,14,-18.749557373691278,0.46119555706438226,351.76314830895035,0.005228201635294732,0.9722222222222222
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",4,36,36,14,-18.749221873098982,0.46124556221257534,351.76314830895035,0.011498582974165956,0.8333333333333334
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",5,36,36,14,-18.367634951699134,1.3756110778750694,351.76314830895035,7.179589221780919,0.4444444444444444
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",6,36,36,14,-13.667735281408333,20.730928094738644,351.76314830895035,94.65985286806209,0.2777777777777778
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",7,36,36,14,-6.561617832376572,48.9158787088543,351.76314830895035,227.1099680084258,0.08333333333333333
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",8,36,36,14,-2.4765076734268088,63.09409395183309,351.76314830895035,302.3913212224082,0.027777777777777776
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",9,36,36,14,2.990257074996515,56.47781336980353,351.76314830895035,406.4355906190455,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",10,36,36,14,-4.182151437929571,24.215675066570707,351.76314830895035,274.9791887960991,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",11,36,36,14,0.5604081669041193,38.84041475339217,351.76314830895035,364.3826761878027,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",12,35,35,14,-5.058640218674678,23.253636117774356,351.0238106996768,255.99969440897345,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",13,34,34,13,1.0654536778710202,35.114524809535546,350.90795002146785,370.8155924664692,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",14,36,36,14,0.37131807032469066,22.187275606552326,351.76314830895035,360.4005167092924,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",15,33,33,14,36.04898340398728,120.67605275814488,352.7915868438743,1037.1451140730674,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",16,32,32,14,19.56868715073204,91.84784273716048,353.6815613801732,719.7520235510164,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",17,30,30,12,29.505995942430566,157.17942968680356,353.48721442899694,906.8120340470714,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",18,32,32,14,12.230132924403634,71.91214009468344,349.75655897469824,577.0611657745972,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",19,33,33,14,-3.803228842164072,31.575635145792607,351.93639435593616,281.0416241413301,0
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",20,34,34,14,-14.100789705524114,9.344142923157582,352.25825555630405,87.41552595832107,0.029411764705882353
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",21,34,34,14,-18.044916175058187,1.1093894461874412,351.6933155006362,13.14048624864844,0.058823529411764705
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",22,34,34,14,-18.59929925488394,0.49524143609839005,351.6933155006362,2.8158155003403595,0.20588235294117646
employment_eligible__glasses__all_available,additive,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",23,36,36,14,-18.664572460089353,0.5877476665753081,351.76314830895035,1.5915646771307133,0.5833333333333334
employment_eligible__glasses__all_available,additive,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",0,26,26,15,-21.906716627994488,0.9846185961268815,482.09834923150714,0.6349433536411646,0.6538461538461539
employment_eligible__glasses__all_available,additive,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",1,27,27,15,-21.884553906838654,0.9852197717952063,480.75079965964295,0.4461474267830008,0.8148148148148148
employment_eligible__glasses__all_available,additive,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",2,27,27,15,-21.904205581043794,0.9915964155252645,480.75079965964295,0.0048662529928296516,0.9629629629629629
employment_eligible__glasses__all_available,additive,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",3,27,27,15,-21.90442240944329,0.9917180381051811,480.75079965964295,0,1
employment_eligible__glasses__all_available,additive,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",4,27,27,15,-21.904391890906556,0.9917429519880451,480.75079965964295,6.447080066095883e-4,0.9259259259259259
employment_eligible__glasses__all_available,additive,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",5,27,27,15,-21.855257222589987,1.0501975008845281,480.75079965964295,1.0429403248787519,0.6296296296296297
employment_eligible__glasses__all_available,additive,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",6,27,27,15,-20.767777935769992,4.741264463752604,480.75079965964295,24.213657457471783,0.5185185185185185
