placement,site,participant,participant_day,hours,exact_zero_hours,categories,ar_sequences,boundary_hours
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S019,FUSPCEU.FUSPCEU_S019.2024-12-12,24,10,3,1,3
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S019,FUSPCEU.FUSPCEU_S019.2024-12-13,24,9,5,1,3
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S019,FUSPCEU.FUSPCEU_S019.2024-12-14,24,11,4,1,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S019,FUSPCEU.FUSPCEU_S019.2024-12-15,24,9,4,1,3
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S020,FUSPCEU.FUSPCEU_S020.2025-01-21,24,7,2,1,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S020,FUSPCEU.FUSPCEU_S020.2025-01-22,24,8,2,1,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S020,FUSPCEU.FUSPCEU_S020.2025-01-23,24,7,3,1,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S020,FUSPCEU.FUSPCEU_S020.2025-01-24,24,9,3,1,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S020,FUSPCEU.FUSPCEU_S020.2025-01-25,19,9,3,1,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S020,FUSPCEU.FUSPCEU_S020.2025-01-26,19,7,3,1,4
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-01-28,14,0,4,1,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-01-29,15,0,3,1,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-01-30,12,0,4,2,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-01-31,14,0,4,2,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-02-01,11,0,3,1,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-02-02,12,0,2,2,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-01-28,10,0,2,1,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-01-29,14,0,2,1,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-01-30,15,4,2,1,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-01-31,13,0,2,1,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-02-01,9,0,2,1,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-02-02,9,0,2,1,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-04,24,12,4,1,3
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-05,22,6,2,3,4
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-06,23,11,2,2,3
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-08,24,10,3,1,3
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-09,24,12,3,1,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S025,FUSPCEU.FUSPCEU_S025.2025-02-04,14,2,4,4,4
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S025,FUSPCEU.FUSPCEU_S025.2025-02-05,14,3,4,2,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S025,FUSPCEU.FUSPCEU_S025.2025-02-06,17,1,4,1,4
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S025,FUSPCEU.FUSPCEU_S025.2025-02-09,11,0,5,2,5
Chest,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-24,24,22,5,1,3
Chest,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-25,24,8,3,1,2
Chest,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-26,24,8,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-27,24,7,4,1,2
Chest,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-28,24,9,5,1,2
Chest,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-29,24,9,3,1,4
Chest,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-30,23,8,4,2,2
Chest,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-07,21,6,2,2,3
Chest,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-08,24,7,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-09,24,3,4,1,4
Chest,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-10,20,5,5,2,4
Chest,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-11,24,6,3,1,2
Chest,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-12,24,5,5,1,2
Chest,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-07,24,7,2,1,2
Chest,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-08,24,8,3,1,1
Chest,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-09,24,6,3,1,2
Chest,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-10,24,5,3,1,3
Chest,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-11,23,6,3,2,2
Chest,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-12,24,7,3,1,1
Chest,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-21,23,9,5,2,3
Chest,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-22,24,9,5,1,3
Chest,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-23,24,9,5,1,3
Chest,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-24,24,7,3,1,3
Chest,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-25,24,8,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-26,23,6,5,2,2
Chest,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-21,24,8,4,1,1
Chest,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-22,22,7,3,2,3
Chest,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-23,24,8,6,1,4
Chest,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-24,23,8,4,2,2
Chest,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-25,24,9,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-26,23,8,4,2,3
Chest,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-18,23,7,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-19,24,6,4,1,2
Chest,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-20,24,6,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-21,21,6,3,2,2
Chest,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-22,24,6,4,1,1
Chest,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-23,23,0,4,1,4
Chest,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-02-25,23,7,5,2,4
Chest,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-02-26,23,7,3,2,5
Chest,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-02-27,24,8,3,1,3
Chest,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-02-28,24,10,4,1,2
Chest,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-03-01,21,6,4,2,4
Chest,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-03-02,24,9,4,1,2
Chest,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-04,24,9,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-05,24,5,5,1,5
Chest,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-06,24,8,6,1,4
Chest,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-07,24,9,4,1,4
Chest,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-09,24,6,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-20,23,11,4,2,4
Chest,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-21,22,7,3,2,5
Chest,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-22,22,7,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-24,22,5,5,2,3
Chest,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-25,23,7,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-26,21,4,5,2,2
Chest,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-15,23,5,5,2,2
Chest,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-16,23,4,3,2,2
Chest,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-17,19,4,3,4,3
Chest,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-18,22,4,4,2,6
Chest,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-19,22,5,4,2,3
Chest,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-20,22,5,5,2,5
Chest,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-15,24,3,3,1,0
Chest,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-16,23,0,3,1,1
Chest,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-17,24,4,3,1,2
Chest,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-18,23,4,3,2,4
Chest,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-19,24,2,3,1,2
Chest,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-20,24,2,3,1,1
Chest,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-22,24,5,6,1,3
Chest,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-23,24,6,4,1,2
Chest,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-24,24,6,6,1,3
Chest,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-25,24,4,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-26,24,6,4,1,2
Chest,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-27,24,1,3,1,3
Chest,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-22,24,2,6,1,5
Chest,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-23,24,2,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-24,24,3,4,1,1
Chest,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-25,24,1,4,1,5
Chest,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-26,23,6,3,2,1
Chest,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-27,23,2,4,2,4
Chest,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-04-29,24,5,6,1,3
Chest,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-04-30,23,4,5,2,4
Chest,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-05-01,21,3,4,2,2
Chest,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-05-02,22,6,5,3,2
Chest,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-05-03,22,6,4,3,5
Chest,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-05-04,24,4,5,1,4
Chest,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-06,24,6,4,1,2
Chest,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-07,22,5,3,2,3
Chest,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-08,21,5,3,2,2
Chest,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-09,24,5,4,1,2
Chest,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-10,24,4,3,1,5
Chest,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-11,24,5,3,1,2
Chest,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-27,24,2,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-28,24,4,4,1,3
Chest,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-29,24,4,5,1,2
Chest,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-30,24,4,5,1,2
Chest,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-31,24,5,3,1,4
Chest,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-06-01,24,5,3,1,2
Chest,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-08,24,11,4,1,3
Chest,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-09,24,13,4,1,3
Chest,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-10,19,5,4,2,2
Chest,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-11,21,0,4,3,4
Chest,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-12,22,6,4,2,0
Chest,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-13,24,9,3,1,5
Chest,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-15,23,8,5,2,6
Chest,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-16,22,12,4,2,2
Chest,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-17,23,11,6,2,8
Chest,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-18,22,8,5,2,4
Chest,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-19,23,14,5,2,2
Chest,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-20,24,10,5,1,3
Chest,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-22,22,11,5,2,2
Chest,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-23,22,9,4,3,3
Chest,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-24,22,11,4,3,3
Chest,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-25,22,6,4,3,3
Chest,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-26,22,4,2,2,3
Chest,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-27,23,11,4,2,3
Chest,KNUST,KNUST.KNUST_S004,KNUST.KNUST_S004.2024-10-29,24,5,4,1,3
Chest,KNUST,KNUST.KNUST_S004,KNUST.KNUST_S004.2024-10-30,22,6,5,2,2
Chest,KNUST,KNUST.KNUST_S004,KNUST.KNUST_S004.2024-10-31,23,4,4,2,3
Chest,KNUST,KNUST.KNUST_S004,KNUST.KNUST_S004.2024-11-01,23,3,4,2,2
Chest,KNUST,KNUST.KNUST_S004,KNUST.KNUST_S004.2024-11-02,23,4,4,2,1
Chest,KNUST,KNUST.KNUST_S004,KNUST.KNUST_S004.2024-11-03,23,4,5,2,2
Chest,KNUST,KNUST.KNUST_S005,KNUST.KNUST_S005.2024-11-05,24,7,5,1,3
Chest,KNUST,KNUST.KNUST_S005,KNUST.KNUST_S005.2024-11-06,24,9,4,1,3
Chest,KNUST,KNUST.KNUST_S005,KNUST.KNUST_S005.2024-11-07,22,15,6,2,1
Chest,KNUST,KNUST.KNUST_S005,KNUST.KNUST_S005.2024-11-08,23,12,5,2,0
Chest,KNUST,KNUST.KNUST_S005,KNUST.KNUST_S005.2024-11-09,23,14,4,2,3
Chest,KNUST,KNUST.KNUST_S005,KNUST.KNUST_S005.2024-11-10,23,12,5,2,3
Chest,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-12,23,5,5,2,4
Chest,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-13,24,6,4,1,6
Chest,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-14,22,5,6,3,4
Chest,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-15,23,4,4,2,9
Chest,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-16,23,3,4,2,7
Chest,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-17,23,0,6,2,6
Chest,KNUST,KNUST.KNUST_S007,KNUST.KNUST_S007.2024-11-19,22,4,4,3,4
Chest,KNUST,KNUST.KNUST_S007,KNUST.KNUST_S007.2024-11-20,24,10,4,1,3
Chest,KNUST,KNUST.KNUST_S007,KNUST.KNUST_S007.2024-11-21,23,10,5,2,3
Chest,KNUST,KNUST.KNUST_S007,KNUST.KNUST_S007.2024-11-22,23,9,4,2,2
Chest,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-11-27,20,8,3,3,6
Chest,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-11-28,21,2,4,3,3
Chest,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-11-29,21,13,5,3,3
Chest,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-11-30,23,11,5,2,2
Chest,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-12-01,23,3,6,2,1
Chest,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-03,23,7,6,2,4
Chest,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-04,24,4,5,1,3
Chest,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-05,23,4,4,2,4
Chest,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-06,24,6,4,1,4
Chest,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-07,23,11,6,2,4
Chest,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-08,24,4,5,1,3
Chest,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-10,22,6,4,3,4
Chest,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-11,22,8,5,2,5
Chest,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-12,23,6,4,2,3
Chest,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-13,24,8,4,1,0
Chest,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-14,24,10,5,1,5
Chest,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-15,23,8,4,2,4
Chest,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-17,23,8,3,2,4
Chest,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-18,23,8,4,2,3
Chest,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-19,23,6,3,2,4
Chest,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-20,24,6,4,1,3
Chest,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-21,24,6,4,1,4
Chest,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-22,24,16,3,1,2
Chest,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-07,23,6,5,2,4
Chest,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-08,24,8,4,1,4
Chest,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-09,24,8,3,1,2
Chest,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-10,24,8,3,1,4
Chest,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-11,24,7,5,1,3
Chest,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-12,24,7,4,1,3
Chest,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-14,22,9,5,2,3
Chest,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-15,24,7,5,1,2
Chest,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-16,22,7,5,2,3
Chest,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-17,24,9,4,1,2
Chest,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-21,24,8,5,1,6
Chest,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-22,24,9,4,1,4
Chest,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-23,24,6,5,1,5
Chest,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-24,24,9,4,1,3
Chest,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-25,24,9,4,1,4
Chest,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-26,24,10,4,1,1
Chest,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-01-28,22,1,5,2,3
Chest,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-01-29,23,8,5,2,3
Chest,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-01-30,24,9,4,1,3
Chest,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-01-31,22,11,4,2,1
Chest,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-02-01,22,10,4,2,3
Chest,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,24,7,5,1,4
Chest,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-05,24,7,6,1,4
Chest,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-06,24,6,5,1,6
Chest,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-07,22,7,5,3,5
Chest,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-08,21,6,4,3,3
Chest,RISE,RISE.RISE_S001,RISE.RISE_S001.2025-03-09,24,6,5,1,2
Chest,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-18,24,6,6,1,4
Chest,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-19,23,6,5,1,3
Chest,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-20,23,5,4,1,5
Chest,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-21,24,5,4,1,3
Chest,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-22,24,5,4,1,2
Chest,RISE,RISE.RISE_S002,RISE.RISE_S002.2025-03-23,23,2,4,2,4
Chest,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-18,24,8,3,1,2
Chest,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-19,24,6,4,1,3
Chest,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-20,23,8,4,2,4
Chest,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-21,24,7,4,1,1
Chest,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-22,22,6,5,2,4
Chest,RISE,RISE.RISE_S003,RISE.RISE_S003.2025-03-23,24,5,5,1,4
Chest,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-25,24,5,4,1,2
Chest,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-26,24,6,3,1,5
Chest,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-27,24,7,5,1,3
Chest,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-28,24,6,4,1,3
Chest,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-29,24,7,5,1,3
Chest,RISE,RISE.RISE_S004,RISE.RISE_S004.2025-03-30,22,6,4,2,2
Chest,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-01,24,7,6,1,5
Chest,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-02,24,6,4,1,4
Chest,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-03,24,7,5,1,4
Chest,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-04,24,6,6,1,2
Chest,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-05,24,9,4,1,3
Chest,RISE,RISE.RISE_S005,RISE.RISE_S005.2025-04-06,23,8,4,2,6
Chest,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-15,24,3,4,1,6
Chest,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-16,24,6,4,1,3
Chest,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-17,23,5,4,1,2
Chest,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-18,24,8,4,1,0
Chest,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-19,22,5,4,2,5
Chest,RISE,RISE.RISE_S006,RISE.RISE_S006.2025-04-20,24,6,4,1,3
Chest,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-15,24,6,4,1,2
Chest,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-16,23,7,4,2,3
Chest,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-17,24,0,4,1,3
Chest,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-18,24,4,4,1,2
Chest,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-19,23,4,4,2,2
Chest,RISE,RISE.RISE_S007,RISE.RISE_S007.2025-04-20,23,7,4,1,4
Chest,RISE,RISE.RISE_S008,RISE.RISE_S008.2025-04-29,24,7,5,1,2
