"document","hypothesis","type","label","source_line","caption","alt_text","source_qmd","render_path","artifact_path","source_data_hint","current_dimensions","current_style","proposed_role","polish_status","identifier_conforms"
"H10","H10","table","tbl-h10-near-age",488,"Primary near-eye age associations.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-near-age",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","figure","fig-h10-age-associations",495,"Site-adjusted age associations; standardized effects are used only to place the 17 differently scaled metrics on one display.","Forest plot with 17 personal light-exposure metrics as rows and separate near-eye and chest panels. Each point is the standardized model-scale association per decade of age, with a horizontal 95% confidence interval and a vertical zero line. Three near-eye estimates and six chest estimates meet their sensor-position-specific 17-metric FDR rules; practical-scale estimates and exact samples appear in the adjacent tables.","notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#fig-h10-age-associations","artifacts/10_figures/H10/H10_primary_age_associations.png",,"H10_primary_age_associations.png: 2820 x 2550 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: detailed result or context","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H10","H10","table","tbl-h10-near-sex",514,"Primary near-eye measured biological-sex associations.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-near-sex",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","figure","fig-h10-sex-associations",521,"Site-adjusted Female-minus-Male contrasts; gender identity was neither measured nor inferred.","Forest plot with 17 personal light-exposure metrics as rows and separate near-eye and chest panels. Each point is the standardized model-scale Female-minus-Male contrast, with a horizontal 95% confidence interval and a vertical zero line. No near-eye contrast and two complementary chest contrasts meet their sensor-position-specific 17-metric FDR rules; the plot does not pool sensor positions or imply equivalence.","notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#fig-h10-sex-associations","artifacts/10_figures/H10/H10_primary_biological_sex_associations.png",,"H10_primary_biological_sex_associations.png: 2820 x 2550 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: detailed result or context","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H10","H10","table","tbl-h10-chest-age",542,"Complementary chest age associations.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-chest-age",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","table","tbl-h10-chest-sex",553,"Complementary chest measured biological-sex associations.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-chest-sex",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","table","tbl-h10-supported-interactions",564,"Age-by-site interactions meeting their FDR-adjusted rule.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-supported-interactions",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","table","tbl-h10-site-estimates",611,"Descriptive site-specific age estimates for the two retained age-by-site interactions.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-site-estimates",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","figure","fig-h10-diagnostics",657,"Explicit model-level assessments integrating numerical, residual, distributional, temporal, and influence evidence.","Heatmap with 17 personal light-exposure metrics as rows and four panels for age and Female-minus-Male models at the near-eye and chest sensor positions. Twenty-five cells are classified acceptable and 43 acceptable with specified limitations; no cell is classified not acceptable. The colours summarize convergence, residual, distributional, temporal, participant-influence, and leave-one-site-out checks.","notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#fig-h10-diagnostics","artifacts/10_figures/H10/H10_diagnostic_assessment.png",,"H10_diagnostic_assessment.png: 2820 x 2460 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H10","H10","table","tbl-h10-diagnostic-counts",670,"Model-assessment counts by sensor position and association.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-diagnostic-counts",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H10","H10","figure","fig-h10-core-diagnostics-age",709,"Residual-versus-fitted and descriptive normal Q-Q plots for the nine age-association models that met their separately labelled 17-metric FDR rule. Panels use independent limits; point colours follow submitted site conventions.","Eighteen small panels show Pearson residual-versus-fitted and normal Q-Q plots for the nine main age-association models that met their separately labelled 17-metric FDR rule: three primary near-eye models and six complementary chest models. Points are coloured by country-coded submitted site. Every residual-fitted panel includes a horizontal zero line, and every Q-Q panel includes its quartile reference line. Independent panel limits expose metric-specific spread without forcing unrelated fitted scales to share an axis.","notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#fig-h10-core-diagnostics-age","artifacts/10_figures/H10/H10_retained_age_core_diagnostics.png",,"H10_retained_age_core_diagnostics.png: 2820 x 3900 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H10","H10","figure","fig-h10-core-diagnostics-biological-sex",724,"Residual-versus-fitted and descriptive normal Q-Q plots for the two complementary chest biological-sex models that met their separately labelled 17-metric FDR rule. Panels use independent limits; point colours follow submitted site conventions.","Four small panels show Pearson residual-versus-fitted and normal Q-Q plots for the two complementary chest biological-sex models that met their separately labelled 17-metric FDR rule: mean melEDI and darkest-10-hour mean melEDI. Points are coloured by country-coded submitted site. Residual-fitted panels include zero lines and Q-Q panels include quartile reference lines; limits are separate for each model and check type.","notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#fig-h10-core-diagnostics-biological-sex","artifacts/10_figures/H10/H10_retained_biological_sex_core_diagnostics.png",,"H10_retained_biological_sex_core_diagnostics.png: 2820 x 1650 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H10","H10","figure","fig-h10-paired-placement",751,"Sensor-position-matched estimates from separate near-eye and chest models; the identity line is descriptive and is not an equivalence margin.","Two-panel equal-axis scatterplot comparing separately fitted near-eye and chest standardized effects on identical participant-day keys for 15 metrics. The left panel shows age associations and the right Female-minus-Male contrasts, each with horizontal and vertical component 95% confidence intervals, null lines, and a dashed identity line. IS and IV are absent because paired participant-level estimands were unavailable; proximity to identity does not establish equivalence.","notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#fig-h10-paired-placement","artifacts/10_figures/H10/H10_paired_placement_effects.png",,"H10_paired_placement_effects.png: 2820 x 1740 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H10","H10","figure","fig-h10-gap-common",774,"Primary and gap-timing-unaware estimates on identical within-metric samples.","Two-panel scatterplot comparing standardized estimates from the primary and gap-timing-unaware datasets after restricting each metric to identical rows. The left panel shows age associations and the right Female-minus-Male contrasts for the near-eye and chest sensor positions, with horizontal and vertical 95% confidence intervals, null lines, and a dashed identity line. Every retained primary finding keeps its direction on the exact common sample.","notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#fig-h10-gap-common","artifacts/10_figures/H10/H10_gap_common_sample_effects.png",,"H10_gap_common_sample_effects.png: 2820 x 1740 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H10","H10","table","tbl-h10-metric-sensitivities",800,"Declared metric-specific sensitivity estimates.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-metric-sensitivities",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","table","tbl-h10-current-mder",853,"Current MDER associations in the primary and gap-timing-unaware datasets.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-current-mder",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","table","tbl-h10-current-mder-distribution",890,"Current MDER distribution and influence assessment.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-current-mder-distribution",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","table","tbl-h10-stability",928,"Stability of the 11 retained main findings.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-stability",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","table","tbl-h11-primary-samples",653,"Exact fitted samples for the primary near-eye and complementary chest analyses.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-primary-samples",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","table","tbl-h11-global-tests",725,"Complete-curve tests for the primary near-eye and complementary chest analyses.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-global-tests",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","figure","fig-h11-near-eye-curves",740,"Primary near-eye sex-specific fitted melEDI curves and Female-to-Male shifted-value ratio. Ribbons and contrast intervals are participant-cluster-robust pointwise 95% confidence intervals, not simultaneous bands. The melEDI panel uses the approved symlog scale, linear from 0 to 1 lx and base-10 logarithmic above 1 lx, with labels in original units. The fitted sample contains 141 participants, 816 participant-days, 37,756 30-minute observations, and nine sites. Grey curve-panel shading gives site-average civil-night context, with each included site weighted equally; it is not a model covariate.","A two-panel near-eye figure. The upper panel shows Female and Male fitted melEDI curves across 24 hours with pink and blue lines and pointwise confidence ribbons on a symlog axis that is linear from zero to one lux and logarithmic above one lux; both rise in the morning and decline at night, with the Female curve lower around morning and late afternoon. The lower panel shows the Female-to-Male shifted-value ratio with a horizontal null line at one; the deepest ratio is about 0.47 near 08:45. Intervals are pointwise, not simultaneous.","notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#fig-h11-near-eye-curves","artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.png",,"H11_reader_primary_near_eye_curves.png: 3150 x 3300 px; 300.000 dpi","external raster/vector figure embedded with knitr","proposed main H11 figure","highly polished; visually reviewed; small harmonization only",TRUE
"H11","H11","table","tbl-h11-near-effect-size",771,"Primary near-eye biological-sex effect-size estimators.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-near-effect-size",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","figure","fig-h11-chest-curves",784,"Complementary chest sex-specific fitted melEDI curves and Female-to-Male shifted-value ratio. Ribbons and contrast intervals are participant-cluster-robust pointwise 95% confidence intervals, not simultaneous bands. The melEDI panel uses the approved symlog scale, linear from 0 to 1 lx and base-10 logarithmic above 1 lx, with labels in original units. The fitted sample contains 154 participants, 902 participant-days, 41,842 30-minute observations, and eight sites.","A two-panel chest figure. The upper panel shows Female and Male fitted melEDI curves across 24 hours with pointwise ribbons on a symlog axis that is linear from zero to one lux and logarithmic above one lux. The lower panel shows an almost horizontal Female-to-Male shifted-value ratio near 0.79, below the null line at one; every displayed pointwise interval excludes one, but the intervals are not simultaneous.","notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#fig-h11-chest-curves","artifacts/10_figures/H11/stage3/H11_reader_complementary_chest_curves.png",,"H11_reader_complementary_chest_curves.png: 3150 x 3300 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: complementary chest result","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H11","H11","table","tbl-h11-chest-effect-size",806,"Complementary chest biological-sex effect-size estimators.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-chest-effect-size",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","table","tbl-h11-near-decomposition",825,"Primary near-eye level and shape attribution.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-near-decomposition",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","table","tbl-h11-chest-decomposition",847,"Complementary chest level and shape attribution.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-chest-decomposition",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","table","tbl-h11-activity-samples",893,"Exact fitted samples for the exploratory activity-context sensitivity.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-activity-samples",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","table","tbl-h11-activity-global-comparison",924,"Accepted and exploratory activity-context global complete-curve tests.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-activity-global-comparison",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","figure","fig-h11-activity-context",952,"Exploratory activity-context sensitivity of the Female-to-Male shifted-value melEDI ratio. Solid blue curves show the unadjusted H11 model on the activity-complete sample; dashed orange curves show the activity-adjusted model on the identical observations. Ribbons are participant-cluster-robust pointwise 95% confidence intervals, not simultaneous bands. The fitted samples contain 126 near-eye participants with 30,499 observations and 150 chest participants with 36,711 observations.","Two stacked panels compare same-sample unadjusted and activity-adjusted Female-to-Male ratio curves. Near eye shows a morning trough that becomes shallower after adjustment, with both wide pointwise ribbons crossing one. Chest ratios are nearly horizontal near 0.81 before and 0.83 after adjustment; the adjusted pointwise interval reaches the null ratio of one.","notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#fig-h11-activity-context","artifacts/10_figures/H11/stage3/H11_reader_activity_context_female_to_male_curves.png",,"H11_reader_activity_context_female_to_male_curves.png: 3150 x 2160 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H11","H11","table","tbl-h11-activity-diagnostics",982,"Model checks for the exploratory same-sample activity-context models.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-activity-diagnostics",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H11","H11","table","tbl-h11-sensitivity-samples",1008,"Exact fitted samples for the gap-timing-unaware sensitivity.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-sensitivity-samples",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","table","tbl-h11-sensitivity-global",1021,"Global complete-curve tests in the gap-timing-unaware dataset.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-sensitivity-global",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","table","tbl-h11-sensitivity-decomposition",1033,"Level and shape decompositions in the gap-timing-unaware dataset.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-sensitivity-decomposition",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","figure","fig-h11-sensitivity-near-eye",1050,"Near-eye sex-specific curves in the gap-timing-unaware dataset: 141 participants, 809 participant-days, 37,603 observations, and nine sites. Intervals are participant-cluster-robust pointwise 95% confidence intervals, not simultaneous bands. The melEDI panel uses the approved symlog scale, linear from 0 to 1 lx and base-10 logarithmic above 1 lx, with labels in original units.","A two-panel sensitivity figure for near-eye melEDI. Female and Male daily curves resemble those in the primary dataset on a symlog axis that is linear from zero to one lux and logarithmic above one lux. The Female-to-Male ratio reaches about 0.48 near 08:45, and pointwise intervals exclude one in morning and late-afternoon bins; these are not simultaneous intervals.","notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#fig-h11-sensitivity-near-eye","artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_near_eye_curves.png",,"H11_reader_gap_timing_unaware_near_eye_curves.png: 3150 x 3300 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H11","H11","figure","fig-h11-sensitivity-chest",1072,"Chest sex-specific curves in the gap-timing-unaware dataset: 154 participants, 894 participant-days, 41,664 observations, and eight sites. Intervals are participant-cluster-robust pointwise 95% confidence intervals, not simultaneous bands. The melEDI panel uses the approved symlog scale, linear from 0 to 1 lx and base-10 logarithmic above 1 lx, with labels in original units.","A two-panel sensitivity figure for chest melEDI. Female and Male curves have similar shape on a symlog axis that is linear from zero to one lux and logarithmic above one lux, while the Female-to-Male ratio is nearly constant at about 0.80. All displayed pointwise intervals exclude one, but they are not simultaneous.","notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#fig-h11-sensitivity-chest","artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_chest_curves.png",,"H11_reader_gap_timing_unaware_chest_curves.png: 3150 x 3300 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H11","H11","table","tbl-h11-diagnostic-assessment",1103,"Model-check assessment for every fitted H11 model.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-diagnostic-assessment",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H11","H11","figure","fig-h11-near-eye-residual-dependence",1121,"Boundary-aware near-eye residual autocorrelation before and after the accepted AR(1) adjustment. Correlations use only pairs within valid participant-day sequences.","A near-eye autocorrelation plot compares the initial residual series with the final AR-adjusted series over six hours. Initial lag-one correlation is about 0.62 and declines across lags; final correlations are close to zero after lag one, whose value is about 0.08.","notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#fig-h11-near-eye-residual-dependence","artifacts/10_figures/H11/stage3/H11_reader_near_eye_residual_dependence.png",,"H11_reader_near_eye_residual_dependence.png: 3150 x 1950 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H11","H11","figure","fig-h11-chest-residual-dependence",1136,"Boundary-aware chest residual autocorrelation before and after the accepted AR(1) adjustment. Correlations use only pairs within valid participant-day sequences.","A chest autocorrelation plot compares the initial residual series with the final AR-adjusted series over six hours. Initial lag-one correlation is about 0.61 and declines across lags; final correlations are near zero after lag one, whose value is about 0.07.","notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#fig-h11-chest-residual-dependence","artifacts/10_figures/H11/stage3/H11_reader_chest_residual_dependence.png",,"H11_reader_chest_residual_dependence.png: 3150 x 1950 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H11","H11","figure","fig-h11-primary-residual-summary",1151,"Residual-distribution and scale diagnostics for the primary near-eye and complementary chest models. Panel A shows stored final standardized-residual quantiles overall and by recorded biological sex: thin lines span the 1st–99th percentiles, medium lines the 5th–95th percentiles, thick lines the interquartile range, and points the median. Panel B shows the stored correlation between absolute residual magnitude and the fitted value. Medians are close to zero, while broad tails and positive correlations of 0.197–0.240 show remaining heavy tails and heteroscedasticity.","A two-part diagnostic figure for primary near-eye and chest models. Residual quantile intervals are centered close to zero overall and for Female and Male observations, but extend to about minus two and plus two at the first and ninety-ninth percentiles. A second panel shows positive correlations, around 0.20 to 0.24, between absolute residuals and fitted values for each placement and sex group, indicating residual scale dependence.","notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#fig-h11-primary-residual-summary","artifacts/10_figures/H11/stage3/H11_reader_primary_residual_summary.png",,"H11_reader_primary_residual_summary.png: 3150 x 2700 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H11","H11","table","tbl-h11-data-deviations",1228,"H11 data, placement, and estimand deviations or clarifications.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-data-deviations",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H11","H11","table","tbl-h11-model-deviations",1265,"H11 model, inference, and reporting deviations or clarifications.",,"notebooks/hypotheses/H11.qmd","_build/nathealth/notebooks/hypotheses/H11.html#tbl-h11-model-deviations",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
