"document","manuscript_role","label","caption","source_qmd","source_line","render_html","render_anchor","html_exists","anchor_count","rendered_table_count","rendered_gt_table_count","rendered_non_gt_table_count","caption_count","figcaption_count","table_caption_count","rendered_caption","caption_matches_source","reference_resolved","aria_describedby_count","caption_relation_valid","render_locator","identifier_conforms","thead_count","tbody_count","column_header_count","body_row_count","body_cell_count","stub_cell_count","row_group_count","spanner_count","footnote_block_count","source_note_block_count","semantic_core_present","quarto_caption_owned","current_implementation","native_gt_current","publication_structure_current","manual_visual_accessibility_review_required","manual_review_scope","target_implementation","conversion_required","required_action","evidence"
"H07","supplemental-table candidate","tbl-h07-diagnostic-summary","Summary of convergence, smooth-basis, temporal, concurvity, and residual diagnostics for the reported models.","notebooks/hypotheses/H07.qmd",870,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-diagnostic-summary",TRUE,1,1,1,0,1,1,0,"Table 6: Summary of convergence, smooth-basis, temporal, concurvity, and residual diagnostics for the reported models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,9,2,18,2,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H07","supplemental-table candidate","tbl-h07-sensitivity-samples","Fitted sample sizes for the main data and metric-definition sensitivities. Ranges indicate metric-specific counts.","notebooks/hypotheses/H07.qmd",952,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-sensitivity-samples",TRUE,1,1,1,0,1,1,0,"Table 7: Fitted sample sizes for the main data and metric-definition sensitivities. Ranges indicate metric-specific counts.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,15,55,0,5,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H07","supplemental-table candidate","tbl-h07-sensitivity-classifications","Agreement of sensitivity classifications with the reported pooled photoperiod analysis.","notebooks/hypotheses/H07.qmd",985,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-sensitivity-classifications",TRUE,1,1,1,0,1,1,0,"Table 8: Agreement of sensitivity classifications with the reported pooled photoperiod analysis.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,18,42,0,6,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H07","supplemental-table candidate","tbl-h07-model-form-sensitivities","Classification stability under broader photoperiod smooths and fixed site effects.","notebooks/hypotheses/H07.qmd",1021,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-model-form-sensitivities",TRUE,1,1,1,0,1,1,0,"Table 9: Classification stability under broader photoperiod smooths and fixed site effects.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,6,18,0,2,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H07","supplemental-table candidate","tbl-h07-near-loso","Leave-one-site-out influence on near-eye derivative classifications.","notebooks/hypotheses/H07.qmd",1063,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-near-loso",TRUE,1,1,1,0,1,1,0,"Table 10: Leave-one-site-out influence on near-eye derivative classifications.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,12,39,9,3,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H07","supplemental-table candidate","tbl-h07-chest-loso","Leave-one-site-out influence on chest derivative classifications.","notebooks/hypotheses/H07.qmd",1070,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-chest-loso",TRUE,1,1,1,0,1,1,0,"Table 11: Leave-one-site-out influence on chest derivative classifications.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,12,39,9,3,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-metrics","H08 light-exposure metrics, response specifications, and reported effect scales.","notebooks/hypotheses/H08.qmd",331,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-metrics",TRUE,1,1,1,0,1,1,0,"Table 1: H08 light-exposure metrics, response specifications, and reported effect scales.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,9,54,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-formulas","Exact evaluated Wilkinson formulas used in H08.","notebooks/hypotheses/H08.qmd",373,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-formulas",TRUE,1,0,0,0,1,1,0,"Table 2: Exact evaluated Wilkinson formulas used in H08.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,"non-gt: code/stdout content placed under a Quarto table caption",FALSE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",TRUE,"Convert the code/stdout pseudo-table to native gt without changing the evaluated formula strings, their order, or the Quarto caption.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-families","Complete H08 multiplicity families.","notebooks/hypotheses/H08.qmd",424,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-families",TRUE,1,1,1,0,1,1,0,"Table 3: Complete H08 multiplicity families.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,8,48,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-primary-samples","Exact primary-dataset fitted samples by metric and placement.","notebooks/hypotheses/H08.qmd",456,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-primary-samples",TRUE,1,1,1,0,1,1,0,"Table 4: Exact primary-dataset fitted samples by metric and placement.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,9,27,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","main-table component","tbl-h08-near-eye-results","Primary near-eye VLSQ-8 associations, 95% confidence intervals, p-values, and exact fitted samples.","notebooks/hypotheses/H08.qmd",512,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-near-eye-results",TRUE,1,1,1,0,1,1,0,"Table 5: Primary near-eye VLSQ-8 associations, 95% confidence intervals, p-values, and exact fitted samples.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,9,45,0,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-near-eye-predictions","Primary near-eye predictions at half an SD below and above the VLSQ-8 mean.","notebooks/hypotheses/H08.qmd",529,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-near-eye-predictions",TRUE,1,1,1,0,1,1,0,"Table 6: Primary near-eye predictions at half an SD below and above the VLSQ-8 mean.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,9,45,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-chest-results","Complementary chest VLSQ-8 associations, 95% confidence intervals, p-values, and exact fitted samples.","notebooks/hypotheses/H08.qmd",588,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-chest-results",TRUE,1,1,1,0,1,1,0,"Table 7: Complementary chest VLSQ-8 associations, 95% confidence intervals, p-values, and exact fitted samples.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,9,45,0,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-interactions","Site-by-VLSQ-8 heterogeneity tests.","notebooks/hypotheses/H08.qmd",606,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-interactions",TRUE,1,1,1,0,1,1,0,"Table 8: Site-by-VLSQ-8 heterogeneity tests.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,18,90,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-paired-placement","Exactly paired near-eye and chest component estimates.","notebooks/hypotheses/H08.qmd",668,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-paired-placement",TRUE,1,1,1,0,1,1,0,"Table 9: Exactly paired near-eye and chest component estimates.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,9,45,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-response-gate","Response-family decisions across the four primary-dataset inferential targets.","notebooks/hypotheses/H08.qmd",713,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-response-gate",TRUE,1,1,1,0,1,1,0,"Table 10: Response-family decisions across the four primary-dataset inferential targets.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,9,45,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-flagged-diagnostics","Primary-dataset diagnostic checks requiring explicit qualification.","notebooks/hypotheses/H08.qmd",759,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-flagged-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 11: Primary-dataset diagnostic checks requiring explicit qualification.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,4,20,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-site-influence","Leave-one-site-out stability of the primary-dataset average associations.","notebooks/hypotheses/H08.qmd",822,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-site-influence",TRUE,1,1,1,0,1,1,0,"Table 12: Leave-one-site-out stability of the primary-dataset average associations.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,18,126,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-gap-common-sample","Primary and gap-timing-unaware associations on exact common participant-day samples.","notebooks/hypotheses/H08.qmd",866,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-gap-common-sample",TRUE,1,1,1,0,1,1,0,"Table 13: Primary and gap-timing-unaware associations on exact common participant-day samples.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,18,108,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-photoperiod-participant-summary","Primary, photoperiod-adjusted, and participant-summary estimates.","notebooks/hypotheses/H08.qmd",983,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-photoperiod-participant-summary",TRUE,1,1,1,0,1,1,0,"Table 14: Primary, photoperiod-adjusted, and participant-summary estimates.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,18,90,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H08","supplemental-table candidate","tbl-h08-metric-definition-sensitivities","Exactly identified longest-period and observed-dose sensitivities.","notebooks/hypotheses/H08.qmd",1090,"_build/nathealth/notebooks/hypotheses/H08.html","tbl-h08-metric-definition-sensitivities",TRUE,1,1,1,0,1,1,0,"Table 15: Exactly identified longest-period and observed-dose sensitivities.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,8,40,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-metrics","Registered H09 timing outcomes.","notebooks/hypotheses/H09.qmd",312,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-metrics",TRUE,1,1,1,0,1,1,0,"Table 1: Registered H09 timing outcomes.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,5,20,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-formulas","Exact Wilkinson formulas used for the principal H09 comparisons.","notebooks/hypotheses/H09.qmd",344,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-formulas",TRUE,1,1,1,0,1,1,0,"Table 2: Exact Wilkinson formulas used for the principal H09 comparisons.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,6,18,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-primary-samples","Exact primary-dataset fitted samples by registered outcome, instrument, and placement.","notebooks/hypotheses/H09.qmd",413,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-primary-samples",TRUE,1,1,1,0,1,1,0,"Table 3: Exact primary-dataset fitted samples by registered outcome, instrument, and placement.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,20,80,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","main-table component","tbl-h09-near-eye-results","Primary near-eye chronotype associations, 95% confidence intervals, p-values, and exact fitted samples.","notebooks/hypotheses/H09.qmd",448,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-near-eye-results",TRUE,1,1,1,0,1,1,0,"Table 4: Primary near-eye chronotype associations, 95% confidence intervals, p-values, and exact fitted samples.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,10,60,0,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-chest-results","Complementary chest chronotype associations, 95% confidence intervals, p-values, and exact fitted samples.","notebooks/hypotheses/H09.qmd",485,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-chest-results",TRUE,1,1,1,0,1,1,0,"Table 5: Complementary chest chronotype associations, 95% confidence intervals, p-values, and exact fitted samples.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,10,60,0,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-interactions","Site-by-chronotype interaction tests for the primary dataset.","notebooks/hypotheses/H09.qmd",500,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-interactions",TRUE,1,1,1,0,1,1,0,"Table 6: Site-by-chronotype interaction tests for the primary dataset.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,20,120,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-paired-placement","Exactly matched near-eye and chest component estimates.","notebooks/hypotheses/H09.qmd",564,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-paired-placement",TRUE,1,1,1,0,1,1,0,"Table 7: Exactly matched near-eye and chest component estimates.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,10,50,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-qualified-diagnostics","Primary targets retaining at least one explicit diagnostic limitation.","notebooks/hypotheses/H09.qmd",612,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-qualified-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 8: Primary targets retaining at least one explicit diagnostic limitation.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,6,30,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-gap-sensitivity","Registered dataset-sensitivity comparisons requiring qualification.","notebooks/hypotheses/H09.qmd",710,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-gap-sensitivity",TRUE,1,1,1,0,1,1,0,"Table 9: Registered dataset-sensitivity comparisons requiring qualification.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,5,35,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-sensitivity-summary","Summary of structured sensitivity classifications.","notebooks/hypotheses/H09.qmd",769,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-sensitivity-summary",TRUE,1,1,1,0,1,1,0,"Table 10: Summary of structured sensitivity classifications.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,4,12,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H09","supplemental-table candidate","tbl-h09-mean-timing-sensitivity","Distinct mean-timing sensitivity outside the registered five-metric families.","notebooks/hypotheses/H09.qmd",823,"_build/nathealth/notebooks/hypotheses/H09.html","tbl-h09-mean-timing-sensitivity",TRUE,1,1,1,0,1,1,0,"Table 11: Distinct mean-timing sensitivity outside the registered five-metric families.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,4,20,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-formulas","Registered model formulas.","notebooks/hypotheses/H10.qmd",317,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-formulas",TRUE,1,1,1,0,1,1,0,"Table 1: Registered model formulas.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,5,15,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-response-contract","Response specification for the 17 registered metrics.","notebooks/hypotheses/H10.qmd",340,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-response-contract",TRUE,1,1,1,0,1,1,0,"Table 2: Response specification for the 17 registered metrics.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,17,102,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
