"source","line","category","term","in_code","content"
"index.qmd",630,"specialist","\bsingularity\b",FALSE,"During data analysis, AI assistance was used to bugfix code sections, support figure and table styling, and resolve modelling convergence and singularity issues. Further, participant comments in their native language were translated in English with AI-assistance. All translations were reviewed and approved or corrected by the respective site authors. AI assistance was **not** used to develop the analysis strategy, write analysis scripts, or interpret results."
"index.qmd",657,"specialist","\binteraction(s)?\b",FALSE,"![Model results from H3 and H4, showing predicted interaction effects for primary light source (left panels) and activity (right panels). Black dots indicate the predicted value for a given site, with 95% confidence intervals as colored bands. .](assets/Fig5.png){#suppfig-H3H4}"
"index.qmd",657,"specialist","\bconfidence interval(s)?\b",FALSE,"![Model results from H3 and H4, showing predicted interaction effects for primary light source (left panels) and activity (right panels). Black dots indicate the predicted value for a given site, with 95% confidence intervals as colored bands. .](assets/Fig5.png){#suppfig-H3H4}"
"index.qmd",659,"specialist","\bconfidence interval(s)?\b",FALSE,"![Model results from H3, showing daily light exposure patterns depending on primary light source (A), deviations from the average (B), and number of observations for a given light source and time of day (C). Panels A, and B, show 95% confidence intervals as ribbons. Grey ribbons in panel A show all other categories for direct comparison. Grey shaded rectangular areas indicate average nighttimes. Red traces in panel B indicate significant deviations from the average trend of time.](assets/Fig9.png){#suppfig-H3}"
"index.qmd",659,"deviation","\bdeviation(s)?\b",FALSE,"![Model results from H3, showing daily light exposure patterns depending on primary light source (A), deviations from the average (B), and number of observations for a given light source and time of day (C). Panels A, and B, show 95% confidence intervals as ribbons. Grey ribbons in panel A show all other categories for direct comparison. Grey shaded rectangular areas indicate average nighttimes. Red traces in panel B indicate significant deviations from the average trend of time.](assets/Fig9.png){#suppfig-H3}"
"index.qmd",663,"specialist","\bconfidence interval(s)?\b",FALSE,"![Model results from H6, showing daily light exposure patterns depending on daytype (A) and differences between work-days and free days (B). Ribbons show 95% confidence intervals. Grey shaded areas indicate average nighttimes. Red traces in panel B indicate significant differences between the two daytypes.](assets/Fig12.png){#suppfig-H6 width=""60%""}"
"index.qmd",665,"specialist","\bnonlinear\b",FALSE,"![Model results from H7, showing the nonlinear dependency of a given metric on photoperiod (left panels, A, C, E, G, I, K), as well as the smooth derivative of the relationship (right panels, B, D, F, H, J, L). Labels of panels H and J are deliberately cut, as no plateau was reached for these metrics.](assets/Fig14.png){#suppfig-H7}"
"index.qmd",671,"specialist","\bconfidence interval(s)?\b",FALSE,"![Model results from H11, showing daily light exposure patterns depending on sex (A) and differences between the sexes (B). Ribbons show 95% confidence intervals. Grey shaded areas indicate average nighttimes. Red traces in panel B indicate significant differences between the sexes.](assets/Fig13.png){#suppfig-H11 width=""60%""}"
"supplementary_information.qmd",11,"specialist","\bdiagnostic(s)?\b",FALSE,"specifications, and diagnostics will be assembled here after the analytical"
"supplementary_information.qmd",14,"deviation","\bdeviation(s)?\b",FALSE,"# Preregistration and deviations"
"supplementary_information.qmd",16,"deviation","\bdeviation(s)?\b",FALSE,"This section will distinguish preregistered decisions, documented deviations,"
"supplementary_information.qmd",16,"deviation","\bpreregister(ed|istration)?\b",FALSE,"This section will distinguish preregistered decisions, documented deviations,"
"supplementary_information.qmd",45,"specialist","\bcommon[- ]sample\b",FALSE,"Near-eye measurements are primary. Paired/common-sample chest analyses will be"
"supplementary_information.qmd",45,"placement_sample","\bnear[- ]eye\b",FALSE,"Near-eye measurements are primary. Paired/common-sample chest analyses will be"
"supplementary_information.qmd",45,"placement_sample","\bchest\b",FALSE,"Near-eye measurements are primary. Paired/common-sample chest analyses will be"
"notebooks/placement_decision.qmd",3,"placement_sample","\bnear[- ]eye\b",FALSE,"subtitle: ""Primary near-eye analysis with chest-level measurements as a complementary comparison"""
"notebooks/placement_decision.qmd",3,"placement_sample","\bchest\b",FALSE,"subtitle: ""Primary near-eye analysis with chest-level measurements as a complementary comparison"""
"notebooks/placement_decision.qmd",8,"placement_sample","\bnear[- ]eye\b",FALSE,"Apply the approved decision to use near-eye measurements for the main"
"notebooks/placement_decision.qmd",9,"placement_sample","\bnear[- ]eye\b",FALSE,"analysis. Near-eye and chest measurements will not be combined into a single"
"notebooks/placement_decision.qmd",9,"placement_sample","\bchest\b",FALSE,"analysis. Near-eye and chest measurements will not be combined into a single"
"notebooks/placement_decision.qmd",16,"placement_sample","\bnear[- ]eye\b",FALSE,"  near-eye and chest metrics; and the approved placement decision in"
