"parent_index","site","Id","raw_state","period_source_start","period_source_end","expected_minutes","projected_minutes","valid_minutes","brown_yes","expected_recount","projected_recount","valid_recount","yes_recount","pass"
1216,"MPI","MPI_S215","wake",78,79,745,745,683,238,745,745,683,238,TRUE
1217,"MPI","MPI_S215","wake",79,80,752,752,717,144,752,752,717,144,TRUE
1218,"MPI","MPI_S215","wake",80,81,785,785,708,37,785,785,708,37,TRUE
1219,"MPI","MPI_S215","wake",81,82,754,754,754,214,754,754,754,214,TRUE
1220,"MPI","MPI_S215","wake",82,83,810,810,628,53,810,810,628,53,TRUE
1221,"MPI","MPI_S215","wake",83,84,697,697,672,112,697,697,672,112,TRUE
1222,"MPI","MPI_S216","wake",85,86,781,781,755,275,781,781,755,275,TRUE
1223,"MPI","MPI_S216","wake",86,87,575,575,575,258,575,575,575,258,TRUE
1224,"MPI","MPI_S216","wake",87,88,750,750,750,320,750,750,750,320,TRUE
1225,"MPI","MPI_S216","wake",88,89,712,712,712,183,712,712,712,183,TRUE
1226,"MPI","MPI_S216","wake",89,90,724,724,724,226,724,724,724,226,TRUE
1227,"MPI","MPI_S216","wake",90,91,760,760,760,351,760,760,760,351,TRUE
1228,"MPI","MPI_S218","wake",92,93,800,800,800,34,800,800,800,34,TRUE
1229,"MPI","MPI_S218","wake",93,94,645,645,645,19,645,645,645,19,TRUE
1230,"MPI","MPI_S218","wake",94,95,800,800,800,13,800,800,800,13,TRUE
1231,"MPI","MPI_S218","wake",95,96,805,805,805,104,805,805,805,104,TRUE
1232,"MPI","MPI_S218","wake",96,97,810,810,600,178,810,810,600,178,TRUE
1233,"MPI","MPI_S218","wake",97,98,810,810,810,195,810,810,810,195,TRUE
1234,"MPI","MPI_S219","wake",99,100,890,890,870,223,890,890,870,223,TRUE
1235,"MPI","MPI_S219","wake",100,101,670,670,670,246,670,670,670,246,TRUE
1236,"MPI","MPI_S219","wake",101,102,695,695,663,196,695,695,663,196,TRUE
1237,"MPI","MPI_S219","wake",102,103,885,885,858,157,885,885,858,157,TRUE
1238,"MPI","MPI_S219","wake",103,104,750,750,715,93,750,750,715,93,TRUE
1239,"MPI","MPI_S219","wake",104,105,660,660,489,131,660,660,489,131,TRUE
1240,"MPI","MPI_S221","wake",106,107,795,795,790,102,795,795,790,102,TRUE
1241,"MPI","MPI_S221","wake",107,108,750,750,588,29,750,750,588,29,TRUE
1242,"MPI","MPI_S221","wake",108,109,750,750,750,39,750,750,750,39,TRUE
1243,"MPI","MPI_S221","wake",109,110,980,980,980,173,980,980,980,173,TRUE
1244,"MPI","MPI_S221","wake",110,111,630,630,534,5,630,630,534,5,TRUE
1245,"MPI","MPI_S221","wake",111,112,690,690,510,26,690,690,510,26,TRUE
1246,"MPI","MPI_S222","wake",113,114,1005,1005,872,22,1005,1005,872,22,TRUE
1247,"MPI","MPI_S222","wake",114,115,848,848,766,101,848,848,766,101,TRUE
1248,"MPI","MPI_S222","wake",115,116,960,960,802,1,960,960,802,1,TRUE
1249,"MPI","MPI_S222","wake",116,117,971,971,789,80,971,971,789,80,TRUE
1250,"MPI","MPI_S222","wake",117,118,1059,1059,1059,1,1059,1059,1059,1,TRUE
1251,"MPI","MPI_S222","wake",118,119,930,930,770,2,930,930,770,2,TRUE
1252,"MPI","MPI_S223","wake",120,121,940,940,792,123,940,940,792,123,TRUE
1253,"MPI","MPI_S223","wake",121,122,705,705,686,57,705,705,686,57,TRUE
1254,"MPI","MPI_S223","wake",122,123,990,990,886,42,990,990,886,42,TRUE
1255,"MPI","MPI_S223","wake",123,124,855,855,855,110,855,855,855,110,TRUE
1256,"MPI","MPI_S223","wake",124,125,780,780,719,47,780,780,719,47,TRUE
1257,"MPI","MPI_S223","wake",125,126,720,720,720,86,720,720,720,86,TRUE
1258,"MPI","MPI_S224","wake",127,128,930,930,910,65,930,930,910,65,TRUE
1259,"MPI","MPI_S224","wake",128,129,820,820,768,3,820,820,768,3,TRUE
1260,"MPI","MPI_S224","wake",129,130,860,860,845,12,860,860,845,12,TRUE
1261,"MPI","MPI_S224","wake",130,131,870,870,870,59,870,870,870,59,TRUE
1262,"MPI","MPI_S224","wake",131,132,815,815,811,128,815,815,811,128,TRUE
1263,"MPI","MPI_S224","wake",132,133,747,747,651,88,747,747,651,88,TRUE
1264,"MPI","MPI_S225","wake",134,135,844,844,809,103,844,844,809,103,TRUE
1265,"MPI","MPI_S225","wake",135,136,788,788,762,16,788,788,762,16,TRUE
1266,"MPI","MPI_S225","wake",136,137,855,855,801,13,855,855,801,13,TRUE
1267,"MPI","MPI_S225","wake",137,138,860,860,860,113,860,860,860,113,TRUE
1268,"MPI","MPI_S225","wake",138,139,859,859,859,304,859,859,859,304,TRUE
1269,"MPI","MPI_S225","wake",139,140,781,781,719,45,781,781,719,45,TRUE
1270,"MPI","MPI_S226","wake",141,142,925,925,906,98,925,925,906,98,TRUE
1271,"MPI","MPI_S226","wake",142,143,1000,1000,1000,22,1000,1000,1000,22,TRUE
1272,"MPI","MPI_S226","wake",143,144,777,777,698,49,777,777,698,49,TRUE
1273,"MPI","MPI_S226","wake",144,145,1067,1067,1067,202,1067,1067,1067,202,TRUE
1274,"MPI","MPI_S226","wake",145,146,950,950,916,0,950,950,916,0,TRUE
1275,"MPI","MPI_S226","wake",146,147,775,775,775,3,775,775,775,3,TRUE
1276,"MPI","MPI_S227","wake",148,149,845,845,841,42,845,845,841,42,TRUE
1277,"MPI","MPI_S227","wake",149,150,660,660,641,90,660,660,641,90,TRUE
1278,"MPI","MPI_S227","wake",150,151,939,939,879,40,939,939,879,40,TRUE
1279,"MPI","MPI_S227","wake",151,152,759,759,621,66,759,759,621,66,TRUE
1280,"MPI","MPI_S227","wake",152,153,775,775,775,6,775,775,775,6,TRUE
1281,"MPI","MPI_S227","wake",153,154,717,717,641,4,717,717,641,4,TRUE
1282,"MPI","MPI_S228","wake",155,156,825,825,695,99,825,825,695,99,TRUE
1283,"MPI","MPI_S228","wake",156,157,769,769,769,294,769,769,769,294,TRUE
1284,"MPI","MPI_S228","wake",157,158,831,831,626,120,831,831,626,120,TRUE
1285,"MPI","MPI_S228","wake",158,160,827,827,827,163,827,827,827,163,TRUE
1286,"MPI","MPI_S228","wake",160,159,716,716,716,181,716,716,716,181,TRUE
1287,"MPI","MPI_S228","wake",159,161,740,740,740,76,740,740,740,76,TRUE
1288,"MPI","MPI_S229","wake",162,163,790,790,752,146,790,790,752,146,TRUE
1289,"MPI","MPI_S229","wake",163,164,790,790,729,68,790,790,729,68,TRUE
1290,"MPI","MPI_S229","wake",164,165,803,803,767,68,803,803,767,68,TRUE
1291,"MPI","MPI_S229","wake",165,166,865,865,657,147,865,865,657,147,TRUE
1292,"MPI","MPI_S229","wake",166,167,775,775,738,122,775,775,738,122,TRUE
1293,"MPI","MPI_S229","wake",167,168,760,760,734,6,760,760,734,6,TRUE
1294,"MPI","MPI_S230","wake",169,170,700,700,583,190,700,700,583,190,TRUE
1295,"MPI","MPI_S230","wake",171,172,695,695,568,103,695,695,568,103,TRUE
1296,"MPI","MPI_S230","wake",172,173,799,799,567,60,799,799,567,60,TRUE
1297,"MPI","MPI_S230","wake",173,174,1125,1125,954,163,1125,1125,954,163,TRUE
1298,"MPI","MPI_S230","wake",174,175,540,540,540,1,540,540,540,1,TRUE
1299,"MPI","MPI_S231","wake",176,177,791,791,666,89,791,791,666,89,TRUE
1300,"MPI","MPI_S231","wake",177,178,752,752,617,2,752,752,617,2,TRUE
1301,"MPI","MPI_S231","wake",178,179,950,950,812,4,950,950,812,4,TRUE
1302,"MPI","MPI_S231","wake",179,180,825,825,825,114,825,825,825,114,TRUE
1303,"MPI","MPI_S231","wake",180,181,814,814,654,68,814,814,654,68,TRUE
1304,"MPI","MPI_S231","wake",181,182,806,806,747,37,806,806,747,37,TRUE
1305,"RISE","RISE_S001","wake",1,2,855,855,835,215,855,855,835,215,TRUE
1306,"RISE","RISE_S001","wake",2,3,830,830,796,45,830,830,796,45,TRUE
1307,"RISE","RISE_S001","wake",3,4,874,874,833,167,874,874,833,167,TRUE
1308,"RISE","RISE_S001","wake",4,5,828,828,708,307,828,828,708,307,TRUE
1309,"RISE","RISE_S001","wake",5,6,860,860,681,117,860,860,681,117,TRUE
1310,"RISE","RISE_S001","wake",6,7,845,845,845,251,845,845,845,251,TRUE
1311,"RISE","RISE_S002","wake",8,9,878,878,878,285,878,878,878,285,TRUE
1312,"RISE","RISE_S002","wake",9,10,955,955,955,182,955,955,955,182,TRUE
1313,"RISE","RISE_S002","wake",10,11,914,914,914,355,914,914,914,355,TRUE
1314,"RISE","RISE_S002","wake",11,12,955,955,955,206,955,955,955,206,TRUE
1315,"RISE","RISE_S002","wake",12,13,935,935,935,72,935,935,935,72,TRUE
1316,"RISE","RISE_S002","wake",13,14,843,843,808,54,843,843,808,54,TRUE
1317,"RISE","RISE_S003","wake",15,16,770,770,770,306,770,770,770,306,TRUE
1318,"RISE","RISE_S003","wake",16,17,860,860,860,170,860,860,860,170,TRUE
1319,"RISE","RISE_S003","wake",17,18,739,739,662,294,739,739,662,294,TRUE
1320,"RISE","RISE_S003","wake",18,19,915,915,915,282,915,915,915,282,TRUE
1321,"RISE","RISE_S003","wake",19,20,780,780,669,202,780,780,669,202,TRUE
1322,"RISE","RISE_S003","wake",20,21,605,605,605,17,605,605,605,17,TRUE
1323,"RISE","RISE_S004","wake",22,23,825,825,825,134,825,825,825,134,TRUE
1324,"RISE","RISE_S004","wake",23,24,855,855,805,496,855,855,805,496,TRUE
1325,"RISE","RISE_S004","wake",24,25,850,850,850,121,850,850,850,121,TRUE
1326,"RISE","RISE_S004","wake",25,26,853,853,847,178,853,853,847,178,TRUE
1327,"RISE","RISE_S004","wake",26,27,829,829,829,409,829,829,829,409,TRUE
1328,"RISE","RISE_S004","wake",27,28,685,685,685,94,685,685,685,94,TRUE
1329,"RISE","RISE_S005","wake",29,30,765,765,723,309,765,765,723,309,TRUE
1330,"RISE","RISE_S005","wake",30,31,805,805,790,210,805,805,790,210,TRUE
1331,"RISE","RISE_S005","wake",31,32,830,830,830,313,830,830,830,313,TRUE
1332,"RISE","RISE_S005","wake",32,33,895,895,892,145,895,895,892,145,TRUE
1333,"RISE","RISE_S005","wake",33,34,760,760,760,224,760,760,760,224,TRUE
1334,"RISE","RISE_S005","wake",34,35,800,800,710,176,800,800,710,176,TRUE
1335,"RISE","RISE_S006","wake",36,37,796,796,767,246,796,796,767,246,TRUE
1336,"RISE","RISE_S006","wake",37,38,735,735,735,245,735,735,735,245,TRUE
1337,"RISE","RISE_S006","wake",38,39,810,810,810,328,810,810,810,328,TRUE
1338,"RISE","RISE_S006","wake",39,40,660,660,660,371,660,660,660,371,TRUE
1339,"RISE","RISE_S006","wake",40,41,833,833,671,53,833,833,671,53,TRUE
1340,"RISE","RISE_S006","wake",41,42,800,800,800,110,800,800,800,110,TRUE
1341,"RISE","RISE_S007","wake",43,44,870,870,870,611,870,870,870,611,TRUE
1342,"RISE","RISE_S007","wake",44,45,845,845,807,455,845,845,807,455,TRUE
1343,"RISE","RISE_S007","wake",45,46,818,818,809,401,818,818,809,401,TRUE
1344,"RISE","RISE_S007","wake",46,47,663,663,663,342,663,663,663,342,TRUE
1345,"RISE","RISE_S007","wake",47,48,775,775,734,180,775,775,734,180,TRUE
1346,"RISE","RISE_S007","wake",48,49,780,780,770,188,780,780,770,188,TRUE
1347,"RISE","RISE_S008","wake",51,52,810,810,810,328,810,810,810,328,TRUE
1348,"RISE","RISE_S008","wake",52,53,760,760,760,386,760,760,760,386,TRUE
1349,"RISE","RISE_S008","wake",53,54,788,788,788,446,788,788,788,446,TRUE
1350,"RISE","RISE_S009","wake",55,56,880,880,880,167,880,880,880,167,TRUE
1351,"RISE","RISE_S009","wake",56,57,885,885,712,308,885,885,712,308,TRUE
1352,"RISE","RISE_S009","wake",57,58,750,750,675,396,750,750,675,396,TRUE
1353,"RISE","RISE_S009","wake",58,59,895,895,766,375,895,895,766,375,TRUE
1354,"RISE","RISE_S009","wake",59,60,825,825,744,241,825,825,744,241,TRUE
1355,"RISE","RISE_S009","wake",60,61,825,825,709,132,825,825,709,132,TRUE
1356,"RISE","RISE_S010","wake",62,63,855,855,786,57,855,855,786,57,TRUE
1357,"RISE","RISE_S010","wake",63,64,868,868,784,375,868,868,784,375,TRUE
1358,"RISE","RISE_S010","wake",64,65,835,835,755,494,835,835,755,494,TRUE
1359,"RISE","RISE_S010","wake",65,66,680,680,569,42,680,680,569,42,TRUE
1360,"RISE","RISE_S010","wake",66,67,927,927,926,297,927,927,926,297,TRUE
1361,"RISE","RISE_S012","wake",76,83,660,660,660,150,660,660,660,150,TRUE
1362,"RISE","RISE_S012","wake",83,77,686,686,686,461,686,686,686,461,TRUE
1363,"RISE","RISE_S012","wake",77,78,726,726,726,388,726,726,726,388,TRUE
1364,"RISE","RISE_S012","wake",78,79,735,735,731,475,735,735,731,475,TRUE
1365,"RISE","RISE_S012","wake",79,80,762,762,746,477,762,762,746,477,TRUE
1366,"RISE","RISE_S012","wake",80,81,680,680,680,234,680,680,680,234,TRUE
1367,"RISE","RISE_S012","wake",81,82,671,671,671,402,671,671,671,402,TRUE
1368,"RISE","RISE_S013","wake",84,85,664,664,664,436,664,664,664,436,TRUE
1369,"RISE","RISE_S013","wake",85,86,636,636,568,388,636,636,568,388,TRUE
1370,"RISE","RISE_S013","wake",86,87,660,660,660,554,660,660,660,554,TRUE
1371,"RISE","RISE_S013","wake",87,88,682,682,606,153,682,682,606,153,TRUE
1372,"RISE","RISE_S013","wake",88,89,858,858,858,142,858,858,858,142,TRUE
1373,"RISE","RISE_S013","wake",89,90,540,540,535,371,540,540,535,371,TRUE
1374,"RISE","RISE_S016","wake",105,106,832,832,832,75,832,832,832,75,TRUE
1375,"RISE","RISE_S016","wake",106,107,800,800,620,42,800,800,620,42,TRUE
1376,"RISE","RISE_S016","wake",107,108,844,844,666,24,844,844,666,24,TRUE
1377,"RISE","RISE_S016","wake",108,109,760,760,760,9,760,760,760,9,TRUE
1378,"RISE","RISE_S016","wake",109,110,675,675,543,87,675,675,543,87,TRUE
1379,"RISE","RISE_S016","wake",110,111,630,630,630,56,630,630,630,56,TRUE
1380,"THUAS","THUAS_S001","wake",1,2,770,770,562,120,770,770,562,120,TRUE
1381,"THUAS","THUAS_S001","wake",2,3,746,746,746,16,746,746,746,16,TRUE
1382,"THUAS","THUAS_S001","wake",3,4,700,700,685,4,700,700,685,4,TRUE
1383,"THUAS","THUAS_S001","wake",4,5,657,657,657,346,657,657,657,346,TRUE
1384,"THUAS","THUAS_S001","wake",5,6,810,810,727,3,810,810,727,3,TRUE
1385,"THUAS","THUAS_S001","wake",6,7,625,625,526,61,625,625,526,61,TRUE
1386,"THUAS","THUAS_S001","wake",8,9,560,560,560,2,560,560,560,2,TRUE
1387,"THUAS","THUAS_S002","wake",10,11,823,823,805,439,823,823,805,439,TRUE
1388,"THUAS","THUAS_S002","wake",13,14,701,701,701,0,701,701,701,0,TRUE
1389,"THUAS","THUAS_S003","wake",15,16,908,908,749,315,908,908,749,315,TRUE
1390,"THUAS","THUAS_S003","wake",16,17,907,907,907,342,907,907,907,342,TRUE
1391,"THUAS","THUAS_S003","wake",17,18,748,748,702,245,748,748,702,245,TRUE
1392,"THUAS","THUAS_S003","wake",18,19,656,656,656,108,656,656,656,108,TRUE
1393,"THUAS","THUAS_S003","wake",19,20,856,856,856,477,856,856,856,477,TRUE
1394,"THUAS","THUAS_S005","wake",21,22,751,751,641,281,751,751,641,281,TRUE
1395,"THUAS","THUAS_S005","wake",22,23,830,830,830,321,830,830,830,321,TRUE
1396,"THUAS","THUAS_S005","wake",23,24,738,738,656,210,738,738,656,210,TRUE
1397,"THUAS","THUAS_S005","wake",24,25,734,734,734,271,734,734,734,271,TRUE
1398,"THUAS","THUAS_S005","wake",25,26,734,734,703,149,734,734,703,149,TRUE
1399,"THUAS","THUAS_S006","wake",27,28,794,794,763,118,794,794,763,118,TRUE
1400,"THUAS","THUAS_S006","wake",28,29,723,723,723,98,723,723,723,98,TRUE
1401,"THUAS","THUAS_S006","wake",29,30,1060,1060,948,133,1060,1060,948,133,TRUE
1402,"THUAS","THUAS_S006","wake",31,32,895,895,893,285,895,895,893,285,TRUE
1403,"THUAS","THUAS_S006","wake",32,33,675,675,675,130,675,675,675,130,TRUE
1404,"THUAS","THUAS_S007","wake",34,35,750,750,750,54,750,750,750,54,TRUE
1405,"THUAS","THUAS_S007","wake",35,36,720,720,623,421,720,720,623,421,TRUE
1406,"THUAS","THUAS_S007","wake",36,37,765,765,674,137,765,765,674,137,TRUE
1407,"THUAS","THUAS_S007","wake",37,38,810,810,810,0,810,810,810,0,TRUE
1408,"THUAS","THUAS_S007","wake",38,39,720,720,512,171,720,720,512,171,TRUE
1409,"THUAS","THUAS_S007","wake",39,40,781,781,694,102,781,781,694,102,TRUE
1410,"THUAS","THUAS_S010","wake",41,42,869,869,869,245,869,869,869,245,TRUE
1411,"THUAS","THUAS_S010","wake",43,44,676,676,485,279,676,676,485,279,TRUE
1412,"THUAS","THUAS_S010","wake",44,45,950,950,853,52,950,950,853,52,TRUE
1413,"THUAS","THUAS_S010","wake",45,46,744,744,688,438,744,744,688,438,TRUE
1414,"THUAS","THUAS_S010","wake",46,47,593,593,593,208,593,593,593,208,TRUE
1415,"THUAS","THUAS_S010","wake",47,48,725,725,689,557,725,725,689,557,TRUE
1416,"THUAS","THUAS_S011","wake",49,50,730,730,730,137,730,730,730,137,TRUE
1417,"THUAS","THUAS_S011","wake",50,51,729,729,729,182,729,729,729,182,TRUE
1418,"THUAS","THUAS_S011","wake",51,52,870,870,850,230,870,870,850,230,TRUE
1419,"THUAS","THUAS_S011","wake",52,53,720,720,645,157,720,720,645,157,TRUE
1420,"THUAS","THUAS_S011","wake",53,54,915,915,915,300,915,915,915,300,TRUE
1421,"THUAS","THUAS_S011","wake",54,55,675,675,657,125,675,675,657,125,TRUE
1422,"THUAS","THUAS_S014","wake",56,57,676,676,633,172,676,676,633,172,TRUE
1423,"THUAS","THUAS_S014","wake",57,58,784,784,764,182,784,784,764,182,TRUE
1424,"THUAS","THUAS_S014","wake",58,59,781,781,645,23,781,781,645,23,TRUE
1425,"THUAS","THUAS_S014","wake",59,60,657,657,511,193,657,657,511,193,TRUE
1426,"THUAS","THUAS_S014","wake",60,61,720,720,720,211,720,720,720,211,TRUE
1427,"THUAS","THUAS_S015","wake",62,63,776,776,776,366,776,776,776,366,TRUE
1428,"THUAS","THUAS_S015","wake",63,64,635,635,595,151,635,635,595,151,TRUE
1429,"THUAS","THUAS_S015","wake",64,65,774,774,772,462,774,774,772,462,TRUE
1430,"THUAS","THUAS_S015","wake",65,66,790,790,789,144,790,790,789,144,TRUE
1431,"THUAS","THUAS_S015","wake",66,67,823,823,823,512,823,823,823,512,TRUE
1432,"THUAS","THUAS_S015","wake",67,68,694,694,694,2,694,694,694,2,TRUE
1433,"THUAS","THUAS_S016","wake",69,70,615,615,615,182,615,615,615,182,TRUE
1434,"THUAS","THUAS_S016","wake",70,71,690,690,690,323,690,690,690,323,TRUE
1435,"THUAS","THUAS_S016","wake",71,72,743,743,743,513,743,743,743,513,TRUE
1436,"THUAS","THUAS_S016","wake",72,73,910,910,910,306,910,910,910,306,TRUE
1437,"THUAS","THUAS_S016","wake",73,74,750,750,749,231,750,750,749,231,TRUE
1438,"THUAS","THUAS_S016","wake",74,75,540,540,540,105,540,540,540,105,TRUE
1439,"THUAS","THUAS_S018","wake",79,80,785,785,698,337,785,785,698,337,TRUE
1440,"THUAS","THUAS_S018","wake",80,81,785,785,688,309,785,785,688,309,TRUE
1441,"THUAS","THUAS_S018","wake",81,82,790,790,640,435,790,790,640,435,TRUE
1442,"THUAS","THUAS_S018","wake",82,83,820,820,677,356,820,820,677,356,TRUE
1443,"THUAS","THUAS_S018","wake",83,84,790,790,640,148,790,790,640,148,TRUE
1444,"TUM","TUM_S001","wake",1,2,697,697,697,224,697,697,697,224,TRUE
1445,"TUM","TUM_S001","wake",2,3,810,810,713,305,810,810,713,305,TRUE
1446,"TUM","TUM_S001","wake",3,4,735,735,683,328,735,735,683,328,TRUE
1447,"TUM","TUM_S001","wake",4,5,720,720,557,174,720,720,557,174,TRUE
1448,"TUM","TUM_S001","wake",5,6,1020,1020,969,172,1020,1020,969,172,TRUE
1449,"TUM","TUM_S001","wake",6,7,640,640,621,378,640,640,621,378,TRUE
1450,"TUM","TUM_S002","wake",8,9,805,805,662,211,805,805,662,211,TRUE
1451,"TUM","TUM_S002","wake",9,10,815,815,641,89,815,815,641,89,TRUE
1452,"TUM","TUM_S002","wake",10,11,840,840,750,442,840,840,750,442,TRUE
1453,"TUM","TUM_S002","wake",11,12,825,825,785,138,825,825,785,138,TRUE
1454,"TUM","TUM_S002","wake",12,13,705,705,705,42,705,705,705,42,TRUE
1455,"TUM","TUM_S002","wake",13,14,635,635,594,290,635,635,594,290,TRUE
1456,"TUM","TUM_S003","wake",15,16,646,646,621,99,646,646,621,99,TRUE
1457,"TUM","TUM_S003","wake",16,17,508,508,375,99,508,508,375,99,TRUE
1458,"TUM","TUM_S003","wake",17,18,672,672,621,230,672,672,621,230,TRUE
1459,"TUM","TUM_S003","wake",18,19,674,674,553,81,674,674,553,81,TRUE
1460,"TUM","TUM_S003","wake",19,20,594,594,594,138,594,594,594,138,TRUE
1461,"TUM","TUM_S003","wake",20,21,615,615,615,148,615,615,615,148,TRUE
1462,"TUM","TUM_S004","wake",22,23,915,915,904,98,915,915,904,98,TRUE
1463,"TUM","TUM_S004","wake",23,24,930,930,930,214,930,930,930,214,TRUE
1464,"TUM","TUM_S004","wake",24,25,820,820,820,369,820,820,820,369,TRUE
1465,"TUM","TUM_S004","wake",25,26,840,840,822,23,840,840,822,23,TRUE
1466,"TUM","TUM_S004","wake",26,27,870,870,848,0,870,870,848,0,TRUE
1467,"TUM","TUM_S004","wake",27,28,840,840,823,51,840,840,823,51,TRUE
1468,"TUM","TUM_S005","wake",29,30,813,813,808,114,813,813,808,114,TRUE
1469,"TUM","TUM_S005","wake",30,31,660,660,597,58,660,660,597,58,TRUE
1470,"TUM","TUM_S005","wake",31,32,609,609,551,11,609,609,551,11,TRUE
1471,"TUM","TUM_S005","wake",32,33,735,735,671,13,735,735,671,13,TRUE
1472,"TUM","TUM_S005","wake",33,34,787,787,701,71,787,787,701,71,TRUE
1473,"TUM","TUM_S005","wake",34,35,565,565,510,4,565,565,510,4,TRUE
1474,"TUM","TUM_S006","wake",36,37,810,810,787,196,810,810,787,196,TRUE
1475,"TUM","TUM_S006","wake",37,38,825,825,812,168,825,825,812,168,TRUE
1476,"TUM","TUM_S006","wake",38,39,915,915,804,494,915,915,804,494,TRUE
1477,"TUM","TUM_S006","wake",39,40,895,895,895,353,895,895,895,353,TRUE
1478,"TUM","TUM_S006","wake",40,41,820,820,796,202,820,820,796,202,TRUE
1479,"TUM","TUM_S006","wake",41,42,700,700,682,46,700,700,682,46,TRUE
1480,"TUM","TUM_S007","wake",43,44,915,915,915,29,915,915,915,29,TRUE
1481,"TUM","TUM_S007","wake",44,45,720,720,671,41,720,720,671,41,TRUE
1482,"TUM","TUM_S007","wake",45,46,795,795,718,99,795,795,718,99,TRUE
1483,"TUM","TUM_S007","wake",46,47,960,960,960,54,960,960,960,54,TRUE
1484,"TUM","TUM_S007","wake",47,48,900,900,900,70,900,900,900,70,TRUE
1485,"TUM","TUM_S007","wake",48,49,840,840,786,3,840,840,786,3,TRUE
1486,"TUM","TUM_S008","wake",50,51,794,794,614,397,794,794,614,397,TRUE
1487,"TUM","TUM_S008","wake",51,52,710,710,657,224,710,710,657,224,TRUE
1488,"TUM","TUM_S008","wake",52,53,805,805,630,170,805,805,630,170,TRUE
1489,"TUM","TUM_S008","wake",53,54,785,785,715,190,785,785,715,190,TRUE
1490,"TUM","TUM_S008","wake",54,55,789,789,725,412,789,789,725,412,TRUE
1491,"TUM","TUM_S008","wake",55,56,728,728,616,209,728,728,616,209,TRUE
1492,"TUM","TUM_S009","wake",57,58,790,790,790,496,790,790,790,496,TRUE
1493,"TUM","TUM_S009","wake",58,59,740,740,740,255,740,740,740,255,TRUE
1494,"TUM","TUM_S009","wake",59,60,720,720,720,242,720,720,720,242,TRUE
1495,"TUM","TUM_S009","wake",60,61,812,812,812,442,812,812,812,442,TRUE
1496,"TUM","TUM_S009","wake",61,62,760,760,703,266,760,760,703,266,TRUE
1497,"TUM","TUM_S009","wake",62,63,714,714,701,315,714,714,701,315,TRUE
1498,"TUM","TUM_S010","wake",64,65,791,791,636,96,791,791,636,96,TRUE
1499,"TUM","TUM_S010","wake",65,66,720,720,701,260,720,720,701,260,TRUE
1500,"TUM","TUM_S010","wake",66,67,751,751,580,179,751,751,580,179,TRUE
1501,"TUM","TUM_S010","wake",67,68,790,790,681,138,790,790,681,138,TRUE
1502,"TUM","TUM_S010","wake",68,69,657,657,657,19,657,657,657,19,TRUE
1503,"TUM","TUM_S010","wake",69,70,540,540,540,2,540,540,540,2,TRUE
1504,"UCR","UCR_S001","wake",1,2,714,714,631,231,714,714,631,231,TRUE
1505,"UCR","UCR_S001","wake",2,3,770,770,749,287,770,770,749,287,TRUE
1506,"UCR","UCR_S001","wake",3,4,780,780,751,273,780,780,751,273,TRUE
1507,"UCR","UCR_S001","wake",6,7,748,748,692,235,748,748,692,235,TRUE
1508,"UCR","UCR_S002","wake",8,9,693,693,672,223,693,693,672,223,TRUE
1509,"UCR","UCR_S002","wake",9,10,839,839,828,30,839,839,828,30,TRUE
1510,"UCR","UCR_S002","wake",10,11,810,810,810,107,810,810,810,107,TRUE
1511,"UCR","UCR_S002","wake",11,12,760,760,760,31,760,760,760,31,TRUE
1512,"UCR","UCR_S002","wake",12,13,856,856,856,51,856,856,856,51,TRUE
1513,"UCR","UCR_S003","wake",14,15,880,880,831,112,880,880,831,112,TRUE
1514,"UCR","UCR_S003","wake",15,16,1050,1050,1050,15,1050,1050,1050,15,TRUE
1515,"UCR","UCR_S003","wake",16,17,750,750,750,109,750,750,750,109,TRUE
1516,"UCR","UCR_S003","wake",17,18,750,750,523,26,750,750,523,26,TRUE
1517,"UCR","UCR_S004","wake",20,21,865,865,818,163,865,865,818,163,TRUE
1518,"UCR","UCR_S004","wake",21,22,805,805,677,129,805,805,677,129,TRUE
1519,"UCR","UCR_S004","wake",22,23,890,890,855,184,890,890,855,184,TRUE
1520,"UCR","UCR_S004","wake",23,24,830,830,698,25,830,830,698,25,TRUE
1521,"UCR","UCR_S004","wake",24,25,740,740,675,27,740,740,675,27,TRUE
1522,"UCR","UCR_S004","wake",25,26,730,730,730,47,730,730,730,47,TRUE
1523,"UCR","UCR_S005","wake",27,28,885,885,854,16,885,885,854,16,TRUE
1524,"UCR","UCR_S005","wake",28,29,970,970,970,69,970,970,970,69,TRUE
1525,"UCR","UCR_S005","wake",29,30,775,775,775,122,775,775,775,122,TRUE
1526,"UCR","UCR_S005","wake",30,31,730,730,635,156,730,730,635,156,TRUE
1527,"UCR","UCR_S006","wake",33,34,735,735,683,116,735,735,683,116,TRUE
1528,"UCR","UCR_S006","wake",34,35,815,815,690,161,815,815,690,161,TRUE
1529,"UCR","UCR_S006","wake",35,36,885,885,791,77,885,885,791,77,TRUE
1530,"UCR","UCR_S006","wake",36,37,829,829,740,37,829,829,740,37,TRUE
1531,"UCR","UCR_S006","wake",37,38,865,865,787,77,865,865,787,77,TRUE
1532,"UCR","UCR_S006","wake",38,39,691,691,605,91,691,691,605,91,TRUE
1533,"BAUA","BAUA_S001","pre-sleep",3,3,180,180,155,11,180,180,155,11,TRUE
1534,"BAUA","BAUA_S001","pre-sleep",4,4,180,180,180,25,180,180,180,25,TRUE
