table_endpoint,headers_value,token,resolves_once
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0002,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0020,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0007,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0020,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0008,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0020,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0009,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0020,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0010,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0005,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0005,tbl-h01-primary-publication-summary--gt-0020,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0005,tbl-h01-primary-publication-summary--gt-0005,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0006,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0006,tbl-h01-primary-publication-summary--gt-0020,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0020 tbl-h01-primary-publication-summary--gt-0006,tbl-h01-primary-publication-summary--gt-0006,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0021,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0002,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0021,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0007,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0021,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0008,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0021,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0009,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0021,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0010,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0005,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0005,tbl-h01-primary-publication-summary--gt-0021,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0005,tbl-h01-primary-publication-summary--gt-0005,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0006,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0006,tbl-h01-primary-publication-summary--gt-0021,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0021 tbl-h01-primary-publication-summary--gt-0006,tbl-h01-primary-publication-summary--gt-0006,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0022,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0002,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0022,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0007,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0022,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0008,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0022,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0009,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0022,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0010,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0005,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0005,tbl-h01-primary-publication-summary--gt-0022,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0005,tbl-h01-primary-publication-summary--gt-0005,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0006,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0006,tbl-h01-primary-publication-summary--gt-0022,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0022 tbl-h01-primary-publication-summary--gt-0006,tbl-h01-primary-publication-summary--gt-0006,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0023,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0002,tbl-h01-primary-publication-summary--gt-0002,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0023,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0007,tbl-h01-primary-publication-summary--gt-0007,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0023,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0008,tbl-h01-primary-publication-summary--gt-0008,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0023,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0009,tbl-h01-primary-publication-summary--gt-0009,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0018,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0023,TRUE
tbl-h01-primary-publication-summary,tbl-h01-primary-publication-summary--gt-0018 tbl-h01-primary-publication-summary--gt-0023 tbl-h01-primary-publication-summary--gt-0010,tbl-h01-primary-publication-summary--gt-0010,TRUE
