"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes","preview_endpoint","source_html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",9,13205,13238,"Component summaries stub_1_3 share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_3|share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004",14704,14879,34,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",9,13783,13790,"stub_1_4","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009","","",15424,15481,8,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",10,14442,14482,"Component summaries stub_1_4 fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_4|fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002",16133,16308,41,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",11,14992,15027,"Component summaries stub_1_4 shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_4|shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003",16818,16993,36,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",12,15537,15570,"Component summaries stub_1_4 share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_4|share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004",17503,17678,34,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",10,16113,16120,"stub_1_5","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010","","",18221,18278,8,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",13,16782,16822,"Component summaries stub_1_5 fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_5|fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002",18940,19115,41,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",14,17332,17367,"Component summaries stub_1_5 shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_5|shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003",19625,19800,36,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",15,17879,17912,"Component summaries stub_1_5 share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_5|share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004",20312,20487,34,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",11,19108,19138,"Participant-to-site comparisons","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011","","",21683,21740,31,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",12,19306,19313,"stub_1_6","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012","","",21908,21965,8,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",16,19962,20014,"Participant-to-site comparisons stub_1_6 fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002","Participant-to-site comparisons|stub_1_6|fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002",22614,22789,53,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",17,20524,20571,"Participant-to-site comparisons stub_1_6 shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003","Participant-to-site comparisons|stub_1_6|shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003",23299,23474,48,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",18,21079,21124,"Participant-to-site comparisons stub_1_6 share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004","Participant-to-site comparisons|stub_1_6|share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004",23982,24157,46,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",13,21662,21669,"stub_1_7","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013","","",24695,24752,8,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",19,22326,22378,"Participant-to-site comparisons stub_1_7 fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002","Participant-to-site comparisons|stub_1_7|fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002",25409,25584,53,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",20,22888,22935,"Participant-to-site comparisons stub_1_7 shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003","Participant-to-site comparisons|stub_1_7|shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003",26094,26269,48,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",21,23443,23488,"Participant-to-site comparisons stub_1_7 share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004","Participant-to-site comparisons|stub_1_7|share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004",26777,26952,46,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",1,3267,3273,"a::stub","tbl-plan-person-level-synthesis-gt-candidate--gt-0001","","",3267,3319,7,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",2,3866,3870,"scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0002","","",3912,3964,5,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",3,4488,4493,"result","tbl-plan-person-level-synthesis-gt-candidate--gt-0003","","",4582,4634,6,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",4,5092,5098,"fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0004","","",5233,5285,7,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",5,5709,5716,"decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0005","","",5896,5948,8,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",6,6321,6326,"sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0006","","",6553,6605,6,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",7,6931,6943,"qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0007","","",7210,7262,13,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",8,7746,7753,"stub_1_1","tbl-plan-person-level-synthesis-gt-candidate--gt-0008","","",8065,8117,8,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",1,8430,8443,"stub_1_1 scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0008 tbl-plan-person-level-synthesis-gt-candidate--gt-0002","stub_1_1|scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0008|tbl-plan-person-level-synthesis-gt-candidate--gt-0002",8794,8900,14,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",2,8994,9008,"stub_1_1 result","tbl-plan-person-level-synthesis-gt-candidate--gt-0008 tbl-plan-person-level-synthesis-gt-candidate--gt-0003","stub_1_1|result","tbl-plan-person-level-synthesis-gt-candidate--gt-0008|tbl-plan-person-level-synthesis-gt-candidate--gt-0003",9451,9557,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",3,9573,9588,"stub_1_1 fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0008 tbl-plan-person-level-synthesis-gt-candidate--gt-0004","stub_1_1|fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0008|tbl-plan-person-level-synthesis-gt-candidate--gt-0004",10122,10228,16,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",4,10110,10126,"stub_1_1 decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0008 tbl-plan-person-level-synthesis-gt-candidate--gt-0005","stub_1_1|decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0008|tbl-plan-person-level-synthesis-gt-candidate--gt-0005",10750,10856,17,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",5,10627,10641,"stub_1_1 sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0008 tbl-plan-person-level-synthesis-gt-candidate--gt-0006","stub_1_1|sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0008|tbl-plan-person-level-synthesis-gt-candidate--gt-0006",11357,11463,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",6,11187,11208,"stub_1_1 qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0008 tbl-plan-person-level-synthesis-gt-candidate--gt-0007","stub_1_1|qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0008|tbl-plan-person-level-synthesis-gt-candidate--gt-0007",12009,12115,22,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",9,11806,11813,"stub_1_2","tbl-plan-person-level-synthesis-gt-candidate--gt-0009","","",12713,12765,8,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",7,12468,12481,"stub_1_2 scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0009 tbl-plan-person-level-synthesis-gt-candidate--gt-0002","stub_1_2|scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0009|tbl-plan-person-level-synthesis-gt-candidate--gt-0002",13420,13526,14,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",8,13008,13022,"stub_1_2 result","tbl-plan-person-level-synthesis-gt-candidate--gt-0009 tbl-plan-person-level-synthesis-gt-candidate--gt-0003","stub_1_2|result","tbl-plan-person-level-synthesis-gt-candidate--gt-0009|tbl-plan-person-level-synthesis-gt-candidate--gt-0003",14053,14159,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",9,13588,13603,"stub_1_2 fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0009 tbl-plan-person-level-synthesis-gt-candidate--gt-0004","stub_1_2|fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0009|tbl-plan-person-level-synthesis-gt-candidate--gt-0004",14725,14831,16,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",10,14117,14133,"stub_1_2 decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0009 tbl-plan-person-level-synthesis-gt-candidate--gt-0005","stub_1_2|decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0009|tbl-plan-person-level-synthesis-gt-candidate--gt-0005",15345,15451,17,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",11,14667,14681,"stub_1_2 sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0009 tbl-plan-person-level-synthesis-gt-candidate--gt-0006","stub_1_2|sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0009|tbl-plan-person-level-synthesis-gt-candidate--gt-0006",15985,16091,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",12,15241,15262,"stub_1_2 qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0009 tbl-plan-person-level-synthesis-gt-candidate--gt-0007","stub_1_2|qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0009|tbl-plan-person-level-synthesis-gt-candidate--gt-0007",16651,16757,22,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",10,15811,15818,"stub_1_3","tbl-plan-person-level-synthesis-gt-candidate--gt-0010","","",17306,17358,8,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",13,16480,16493,"stub_1_3 scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0010 tbl-plan-person-level-synthesis-gt-candidate--gt-0002","stub_1_3|scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0010|tbl-plan-person-level-synthesis-gt-candidate--gt-0002",18020,18126,14,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",14,17021,17035,"stub_1_3 result","tbl-plan-person-level-synthesis-gt-candidate--gt-0010 tbl-plan-person-level-synthesis-gt-candidate--gt-0003","stub_1_3|result","tbl-plan-person-level-synthesis-gt-candidate--gt-0010|tbl-plan-person-level-synthesis-gt-candidate--gt-0003",18654,18760,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",15,17653,17668,"stub_1_3 fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0010 tbl-plan-person-level-synthesis-gt-candidate--gt-0004","stub_1_3|fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0010|tbl-plan-person-level-synthesis-gt-candidate--gt-0004",19378,19484,16,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",16,18200,18216,"stub_1_3 decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0010 tbl-plan-person-level-synthesis-gt-candidate--gt-0005","stub_1_3|decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0010|tbl-plan-person-level-synthesis-gt-candidate--gt-0005",20016,20122,17,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",17,18729,18743,"stub_1_3 sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0010 tbl-plan-person-level-synthesis-gt-candidate--gt-0006","stub_1_3|sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0010|tbl-plan-person-level-synthesis-gt-candidate--gt-0006",20635,20741,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",18,19295,19316,"stub_1_3 qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0010 tbl-plan-person-level-synthesis-gt-candidate--gt-0007","stub_1_3|qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0010|tbl-plan-person-level-synthesis-gt-candidate--gt-0007",21293,21399,22,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",11,19869,19876,"stub_1_4","tbl-plan-person-level-synthesis-gt-candidate--gt-0011","","",21952,22004,8,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",19,20544,20557,"stub_1_4 scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0011 tbl-plan-person-level-synthesis-gt-candidate--gt-0002","stub_1_4|scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0011|tbl-plan-person-level-synthesis-gt-candidate--gt-0002",22672,22778,14,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",20,21101,21115,"stub_1_4 result","tbl-plan-person-level-synthesis-gt-candidate--gt-0011 tbl-plan-person-level-synthesis-gt-candidate--gt-0003","stub_1_4|result","tbl-plan-person-level-synthesis-gt-candidate--gt-0011|tbl-plan-person-level-synthesis-gt-candidate--gt-0003",23322,23428,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",21,21739,21754,"stub_1_4 fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0011 tbl-plan-person-level-synthesis-gt-candidate--gt-0004","stub_1_4|fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0011|tbl-plan-person-level-synthesis-gt-candidate--gt-0004",24052,24158,16,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",22,22286,22302,"stub_1_4 decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0011 tbl-plan-person-level-synthesis-gt-candidate--gt-0005","stub_1_4|decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0011|tbl-plan-person-level-synthesis-gt-candidate--gt-0005",24690,24796,17,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
