component,basis_k,residual_type,sequence,observations,lag1
occurrence,12,AR_standardized,IZTECH::IZTECH_S009::2025-03-22::1,22,-0.13671996912530995
occurrence,12,AR_standardized,IZTECH::IZTECH_S009::2025-03-25::1,23,0.09294961727540949
occurrence,12,AR_standardized,IZTECH::IZTECH_S009::2025-03-26::1,10,0.10384029782439962
occurrence,12,AR_standardized,IZTECH::IZTECH_S009::2025-03-26::2,11,0.22089360359853238
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-15::1,19,-0.3878955560959154
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-15::2,4,0.9763927665608039
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-16::1,22,-0.0980460354467938
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-17::1,10,-0.11439839416950566
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-17::2,3,-1
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-17::3,4,0.7728000233845175
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-18::1,14,-0.1162167088598021
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-18::2,8,0.9884382752714675
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-19::1,16,-0.24929163546672575
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-19::2,6,0.8240716450607154
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-20::1,16,-0.21055391884684763
occurrence,12,AR_standardized,IZTECH::IZTECH_S010::2025-04-20::2,6,0.8250572838170194
occurrence,12,AR_standardized,IZTECH::IZTECH_S011::2025-04-15::1,24,-0.04444776093292353
occurrence,12,AR_standardized,IZTECH::IZTECH_S011::2025-04-16::1,23,-0.06397890842742791
occurrence,12,AR_standardized,IZTECH::IZTECH_S011::2025-04-17::1,24,-0.04634239804399801
occurrence,12,AR_standardized,IZTECH::IZTECH_S011::2025-04-19::1,24,0.06067890641013813
occurrence,12,AR_standardized,IZTECH::IZTECH_S011::2025-04-20::1,24,0.044462488146877
occurrence,12,AR_standardized,IZTECH::IZTECH_S012::2025-04-22::1,24,-0.4965105180210131
occurrence,12,AR_standardized,IZTECH::IZTECH_S012::2025-04-24::1,24,-0.2285046222920373
occurrence,12,AR_standardized,IZTECH::IZTECH_S012::2025-04-25::1,24,-0.10190181804322786
occurrence,12,AR_standardized,IZTECH::IZTECH_S012::2025-04-26::1,24,0.2373233278675064
occurrence,12,AR_standardized,IZTECH::IZTECH_S012::2025-04-27::1,24,-0.02735234147065444
occurrence,12,AR_standardized,IZTECH::IZTECH_S013::2025-04-22::1,24,0.10987070692499352
occurrence,12,AR_standardized,IZTECH::IZTECH_S013::2025-04-23::1,24,0.182393653959667
occurrence,12,AR_standardized,IZTECH::IZTECH_S013::2025-04-25::1,24,0.4005058887121353
occurrence,12,AR_standardized,IZTECH::IZTECH_S013::2025-04-26::1,14,0.06764899358267011
occurrence,12,AR_standardized,IZTECH::IZTECH_S013::2025-04-26::2,9,0.9907484434288842
occurrence,12,AR_standardized,IZTECH::IZTECH_S013::2025-04-27::1,18,0.056815115742979004
occurrence,12,AR_standardized,IZTECH::IZTECH_S013::2025-04-27::2,5,0.9791132139875105
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-04-29::1,24,-0.03925104543431507
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-04-30::1,21,-0.09202677901182761
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-05-01::1,18,0.03756491260002589
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-05-01::2,3,0.9999999999999998
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-05-02::1,10,0.05537932865509085
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-05-02::2,3,-1
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-05-02::3,9,0.9905769302691761
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-05-03::1,12,0.05308524802094148
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-05-03::3,9,0.9902116119039699
occurrence,12,AR_standardized,IZTECH::IZTECH_S014::2025-05-04::1,24,-0.08085039441532337
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-04-29::1,15,-0.4535540751230513
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-04-29::2,8,0.9989197790007006
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-04-30::1,17,-0.37031251394782577
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-04-30::2,6,0.9811011339363946
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-05-01::1,17,0.4575112701616743
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-05-01::2,4,0.9674063997255512
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-05-02::1,13,-0.4588046711160651
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-05-02::2,10,0.9951072740551856
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-05-03::1,17,0.08707511852225212
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-05-03::2,6,0.08837284753339927
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-05-04::1,19,-0.4732123339015528
occurrence,12,AR_standardized,IZTECH::IZTECH_S015::2025-05-04::2,4,-0.9207689454356626
occurrence,12,AR_standardized,IZTECH::IZTECH_S016::2025-05-06::1,24,-0.03938778187317142
occurrence,12,AR_standardized,IZTECH::IZTECH_S016::2025-05-07::1,16,-0.43805768872026307
occurrence,12,AR_standardized,IZTECH::IZTECH_S016::2025-05-07::2,6,0.9945849982089965
occurrence,12,AR_standardized,IZTECH::IZTECH_S016::2025-05-08::1,15,-0.197436570177329
occurrence,12,AR_standardized,IZTECH::IZTECH_S016::2025-05-08::2,6,0.9947414178981484
occurrence,12,AR_standardized,IZTECH::IZTECH_S016::2025-05-09::1,24,-0.25957700334428874
occurrence,12,AR_standardized,IZTECH::IZTECH_S016::2025-05-10::1,24,-0.08452897893416622
occurrence,12,AR_standardized,IZTECH::IZTECH_S016::2025-05-11::1,24,-0.21995587350219736
occurrence,12,AR_standardized,IZTECH::IZTECH_S017::2025-05-27::1,24,-0.002564055461883066
occurrence,12,AR_standardized,IZTECH::IZTECH_S017::2025-05-28::1,24,-0.2629583047385551
occurrence,12,AR_standardized,IZTECH::IZTECH_S017::2025-05-29::1,24,-0.2601102256425634
occurrence,12,AR_standardized,IZTECH::IZTECH_S017::2025-05-30::1,24,-0.15408655490720688
occurrence,12,AR_standardized,IZTECH::IZTECH_S017::2025-05-31::1,24,0.1321516742414418
occurrence,12,AR_standardized,IZTECH::IZTECH_S017::2025-06-01::1,24,0.14523123900339407
occurrence,12,AR_standardized,KNUST::KNUST_S001::2024-10-08::1,24,-0.2786124438122671
occurrence,12,AR_standardized,KNUST::KNUST_S001::2024-10-10::1,15,-0.08693677486804514
occurrence,12,AR_standardized,KNUST::KNUST_S001::2024-10-10::2,4,0.9846255494546529
occurrence,12,AR_standardized,KNUST::KNUST_S001::2024-10-11::1,7,0.23688794169792377
occurrence,12,AR_standardized,KNUST::KNUST_S001::2024-10-11::2,6,0.9231676668283345
occurrence,12,AR_standardized,KNUST::KNUST_S001::2024-10-11::3,8,0.04333414401647316
occurrence,12,AR_standardized,KNUST::KNUST_S001::2024-10-12::1,13,0.11158948604660301
occurrence,12,AR_standardized,KNUST::KNUST_S001::2024-10-12::2,9,0.07210131865627192
occurrence,12,AR_standardized,KNUST::KNUST_S001::2024-10-13::1,24,0.05060957890358848
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-15::1,15,0.1906916869360279
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-15::2,8,0.12697295218827012
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-16::1,18,-0.048339198747627855
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-16::2,4,-0.08838048661879343
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-17::1,8,-0.750300294141881
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-17::2,15,-0.27233155171772605
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-18::1,6,-0.11529595727123322
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-18::2,16,0.13142655125895966
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-19::1,7,0.11394610022851233
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-19::2,16,-0.5443675138711884
occurrence,12,AR_standardized,KNUST::KNUST_S002::2024-10-20::1,24,-0.18806128533674457
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-22::1,19,0.29429971114932335
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-22::2,3,1
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-23::1,6,-0.199089842752996
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-23::2,13,-0.46172654430468535
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-23::3,3,1
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-24::1,7,0.10013376218895356
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-24::2,12,-0.6880036604178381
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-24::3,3,1
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-25::1,6,-0.1990018934178081
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-25::2,14,0.35320585349152517
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-26::1,7,0.11508132509696911
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-26::2,15,-0.381607570035164
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-27::1,8,0.5478926478923954
occurrence,12,AR_standardized,KNUST::KNUST_S003::2024-10-27::2,15,0.23963623808857376
occurrence,12,AR_standardized,KNUST::KNUST_S004::2024-10-30::1,6,-0.18690252876364763
occurrence,12,AR_standardized,KNUST::KNUST_S004::2024-10-30::2,16,-0.5191931433342385
occurrence,12,AR_standardized,KNUST::KNUST_S004::2024-11-01::1,22,0.015251270359652064
occurrence,12,AR_standardized,KNUST::KNUST_S004::2024-11-02::1,7,0.12303039444465977
occurrence,12,AR_standardized,KNUST::KNUST_S004::2024-11-02::2,13,0.5089154268890854
occurrence,12,AR_standardized,KNUST::KNUST_S005::2024-11-07::1,20,0.12256079153015631
occurrence,12,AR_standardized,KNUST::KNUST_S005::2024-11-08::1,20,0.043470971355103395
occurrence,12,AR_standardized,KNUST::KNUST_S005::2024-11-08::2,3,1
occurrence,12,AR_standardized,KNUST::KNUST_S005::2024-11-09::1,20,0.4466793410859025
occurrence,12,AR_standardized,KNUST::KNUST_S005::2024-11-09::2,3,1
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-12::1,10,0.059803042601814585
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-12::2,13,-0.7451318425998057
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-13::1,24,-0.12084256464517573
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-14::1,6,-0.17495632039768
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-14::2,3,1
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-14::3,13,0.9885450268692249
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-15::1,6,-0.9062786357534756
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-15::2,17,-0.4231638528491585
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-16::1,6,-0.1761453512014612
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-16::2,17,0.5716393520564385
occurrence,12,AR_standardized,KNUST::KNUST_S006::2024-11-17::1,24,0.12072622964173228
occurrence,12,AR_standardized,KNUST::KNUST_S007::2024-11-19::1,7,0.11254108787913748
occurrence,12,AR_standardized,KNUST::KNUST_S007::2024-11-19::2,7,0.9661865656454804
occurrence,12,AR_standardized,KNUST::KNUST_S007::2024-11-19::3,8,0.08352473491031145
occurrence,12,AR_standardized,KNUST::KNUST_S007::2024-11-20::1,24,7.201140335752219e-4
occurrence,12,AR_standardized,KNUST::KNUST_S007::2024-11-21::1,20,0.09817977088859234
occurrence,12,AR_standardized,KNUST::KNUST_S007::2024-11-21::2,3,1
occurrence,12,AR_standardized,KNUST::KNUST_S007::2024-11-22::1,20,-0.1086072627541302
occurrence,12,AR_standardized,KNUST::KNUST_S007::2024-11-22::2,3,-1
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-11-27::1,10,-0.20472497616653756
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-11-27::2,3,-0.9999999999999999
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-11-27::3,7,0.42818642108746513
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-11-28::1,15,0.5215140198869628
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-11-28::3,4,-0.2054739071295035
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-11-29::1,13,-0.0792677771267468
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-11-29::3,6,-0.910217573676276
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-11-30::1,20,0.5893085993149592
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-11-30::2,3,1
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-12-01::1,20,0.12804799645344966
occurrence,12,AR_standardized,KNUST::KNUST_S008::2024-12-01::2,3,-0.9999999999999999
occurrence,12,AR_standardized,KNUST::KNUST_S009::2024-12-03::1,11,-0.33746716884822736
occurrence,12,AR_standardized,KNUST::KNUST_S009::2024-12-03::2,12,-0.7805109314263005
occurrence,12,AR_standardized,KNUST::KNUST_S009::2024-12-04::1,24,0.0561659189225723
occurrence,12,AR_standardized,KNUST::KNUST_S009::2024-12-05::1,19,-0.44861011125543543
occurrence,12,AR_standardized,KNUST::KNUST_S009::2024-12-05::2,4,-0.990820900730661
occurrence,12,AR_standardized,KNUST::KNUST_S009::2024-12-06::1,24,0.14819747617936235
occurrence,12,AR_standardized,KNUST::KNUST_S009::2024-12-07::1,19,0.19648901437797944
occurrence,12,AR_standardized,KNUST::KNUST_S009::2024-12-07::2,4,0.962663188334602
occurrence,12,AR_standardized,KNUST::KNUST_S009::2024-12-08::1,24,-0.21722852032933923
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-10::1,12,-0.053450522560833366
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-10::2,6,0.47961943096813336
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-10::3,4,-0.12962926506662423
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-11::1,14,0.04626993612341409
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-11::2,8,0.16459063752916103
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-12::1,19,-0.15274791500703885
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-12::2,4,-0.6837228455464867
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-13::1,24,0.369936597418842
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-14::1,24,-0.21423321464386288
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-15::1,11,0.004284887534675055
occurrence,12,AR_standardized,KNUST::KNUST_S010::2024-12-15::2,12,0.3279780870280618
occurrence,12,AR_standardized,KNUST::KNUST_S011::2024-12-17::1,18,-0.1904077694788888
occurrence,12,AR_standardized,KNUST::KNUST_S011::2024-12-17::2,5,-0.07859080806640603
occurrence,12,AR_standardized,KNUST::KNUST_S011::2024-12-18::1,6,-0.18429695202345886
occurrence,12,AR_standardized,KNUST::KNUST_S011::2024-12-18::2,17,-0.3795550542455525
occurrence,12,AR_standardized,KNUST::KNUST_S011::2024-12-19::1,7,-0.6942647292257025
occurrence,12,AR_standardized,KNUST::KNUST_S011::2024-12-19::2,16,0.8402023578286368
occurrence,12,AR_standardized,KNUST::KNUST_S011::2024-12-20::1,24,-0.02477250601718574
occurrence,12,AR_standardized,KNUST::KNUST_S011::2024-12-21::1,24,0.17071936149606862
occurrence,12,AR_standardized,KNUST::KNUST_S011::2024-12-22::1,24,0.17159282742868667
occurrence,12,AR_standardized,KNUST::KNUST_S012::2025-01-07::1,20,-0.4804932706843361
occurrence,12,AR_standardized,KNUST::KNUST_S012::2025-01-07::2,3,-1
occurrence,12,AR_standardized,KNUST::KNUST_S012::2025-01-08::1,24,-0.251492263836206
occurrence,12,AR_standardized,KNUST::KNUST_S012::2025-01-09::1,24,0.17678549328486606
occurrence,12,AR_standardized,KNUST::KNUST_S012::2025-01-10::1,24,-0.20416534295591945
occurrence,12,AR_standardized,KNUST::KNUST_S012::2025-01-11::1,24,0.1475412314100985
occurrence,12,AR_standardized,KNUST::KNUST_S012::2025-01-12::1,24,0.13668075789181677
occurrence,12,AR_standardized,KNUST::KNUST_S013::2025-01-14::1,24,0.3096512560920654
occurrence,12,AR_standardized,KNUST::KNUST_S013::2025-01-15::1,24,0.14124340352000003
occurrence,12,AR_standardized,KNUST::KNUST_S013::2025-01-16::1,24,-0.5933512959442426
occurrence,12,AR_standardized,KNUST::KNUST_S013::2025-01-17::1,24,-0.10336297997066841
occurrence,12,AR_standardized,KNUST::KNUST_S013::2025-01-18::1,24,0.3367179564650341
occurrence,12,AR_standardized,KNUST::KNUST_S013::2025-01-19::1,24,0.10712116812665215
occurrence,12,AR_standardized,KNUST::KNUST_S014::2025-01-21::1,24,-0.251722712250589
occurrence,12,AR_standardized,KNUST::KNUST_S014::2025-01-22::1,24,-0.024629296237598342
occurrence,12,AR_standardized,KNUST::KNUST_S014::2025-01-23::1,24,-1.4026234980590643e-4
occurrence,12,AR_standardized,KNUST::KNUST_S014::2025-01-24::1,24,0.18708250011915414
occurrence,12,AR_standardized,KNUST::KNUST_S014::2025-01-25::1,24,-0.06496832990068556
occurrence,12,AR_standardized,KNUST::KNUST_S014::2025-01-26::1,24,-0.10527299871771449
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-01-28::1,21,0.23152972783949544
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-01-29::1,20,-0.09320736013883377
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-01-29::2,3,-1
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-01-30::1,24,-0.040889316614743286
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-01-31::1,18,-0.19038880007529996
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-01-31::2,4,-0.9859853350635336
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-02-01::1,10,-0.031051412511465593
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-02-01::2,12,0.09814026785876283
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-02-02::1,17,-0.3519554394097524
occurrence,12,AR_standardized,KNUST::KNUST_S015::2025-02-02::2,6,0.9349618660537629
occurrence,12,AR_standardized,MPI::MPI_S201::2023-08-15::1,24,-0.0390867686737276
occurrence,12,AR_standardized,MPI::MPI_S201::2023-08-16::1,18,-0.09954049580858847
occurrence,12,AR_standardized,MPI::MPI_S201::2023-08-16::2,5,-0.9520863666056014
occurrence,12,AR_standardized,MPI::MPI_S201::2023-08-18::1,20,-0.44259831652235654
occurrence,12,AR_standardized,MPI::MPI_S201::2023-08-20::1,24,-0.0514075886842548
occurrence,12,AR_standardized,MPI::MPI_S202::2023-08-15::1,18,0.010712551991475666
occurrence,12,AR_standardized,MPI::MPI_S202::2023-08-15::2,5,-0.8877798446124842
occurrence,12,AR_standardized,MPI::MPI_S202::2023-08-17::1,18,-0.1830461436795355
occurrence,12,AR_standardized,MPI::MPI_S202::2023-08-17::2,4,0.9830354292467314
occurrence,12,AR_standardized,MPI::MPI_S202::2023-08-18::1,24,0.23219532642548904
occurrence,12,AR_standardized,MPI::MPI_S202::2023-08-19::1,24,0.19345374843360047
occurrence,12,AR_standardized,MPI::MPI_S202::2023-08-20::1,15,0.04692982395834817
occurrence,12,AR_standardized,MPI::MPI_S202::2023-08-20::2,5,-0.21826085581131108
occurrence,12,AR_standardized,MPI::MPI_S204::2023-08-15::1,24,-0.264672859636666
occurrence,12,AR_standardized,MPI::MPI_S204::2023-08-16::1,24,0.013238474989088533
occurrence,12,AR_standardized,MPI::MPI_S204::2023-08-17::1,16,-0.11419251014279323
occurrence,12,AR_standardized,MPI::MPI_S204::2023-08-17::2,6,-0.9247301269198532
occurrence,12,AR_standardized,MPI::MPI_S204::2023-08-19::1,24,-0.08342737827201997
occurrence,12,AR_standardized,MPI::MPI_S204::2023-08-20::1,24,-0.21539409059600154
occurrence,12,AR_standardized,MPI::MPI_S205::2023-08-29::1,24,0.19334659129606474
occurrence,12,AR_standardized,MPI::MPI_S205::2023-08-30::1,24,0.0035883722539338937
occurrence,12,AR_standardized,MPI::MPI_S205::2023-08-31::1,24,0.16990637736105016
occurrence,12,AR_standardized,MPI::MPI_S205::2023-09-01::1,24,-0.23304324057407633
occurrence,12,AR_standardized,MPI::MPI_S205::2023-09-02::1,24,-0.07012549954282114
occurrence,12,AR_standardized,MPI::MPI_S205::2023-09-03::1,24,0.14422546536167097
occurrence,12,AR_standardized,MPI::MPI_S206::2023-08-29::1,23,0.5785899820901681
occurrence,12,AR_standardized,MPI::MPI_S206::2023-08-30::1,21,0.40951612170498264
occurrence,12,AR_standardized,MPI::MPI_S206::2023-08-31::1,16,-0.3587089162440544
occurrence,12,AR_standardized,MPI::MPI_S206::2023-08-31::2,7,0.9595160629185212
occurrence,12,AR_standardized,MPI::MPI_S206::2023-09-01::1,20,0.3090916851331493
occurrence,12,AR_standardized,MPI::MPI_S206::2023-09-02::1,16,-0.21462949864719277
occurrence,12,AR_standardized,MPI::MPI_S206::2023-09-02::2,7,0.9564774154280948
occurrence,12,AR_standardized,MPI::MPI_S206::2023-09-03::1,21,-0.16043388499879171
occurrence,12,AR_standardized,MPI::MPI_S208::2023-09-05::1,17,-0.12932092631718994
occurrence,12,AR_standardized,MPI::MPI_S208::2023-09-05::2,3,1
occurrence,12,AR_standardized,MPI::MPI_S208::2023-09-06::1,19,-0.12956244872293649
occurrence,12,AR_standardized,MPI::MPI_S208::2023-09-06::2,4,0.9772809983061896
occurrence,12,AR_standardized,MPI::MPI_S208::2023-09-07::1,24,-0.34873019535316974
occurrence,12,AR_standardized,MPI::MPI_S208::2023-09-10::1,17,-0.09304231852263709
occurrence,12,AR_standardized,MPI::MPI_S208::2023-09-10::2,6,0.9551811396546844
occurrence,12,AR_standardized,MPI::MPI_S209::2023-09-05::1,20,-0.10446495614369036
occurrence,12,AR_standardized,MPI::MPI_S209::2023-09-06::1,24,-0.36329013104173397
occurrence,12,AR_standardized,MPI::MPI_S209::2023-09-07::1,12,-0.10509911646107567
occurrence,12,AR_standardized,MPI::MPI_S209::2023-09-07::2,11,0.9961980147339975
occurrence,12,AR_standardized,MPI::MPI_S209::2023-09-08::1,13,-0.4389234216496868
