route,attribute,target,valid
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-mundlak-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,fig-h04-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-temporal-fit-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,fig-h04-temporal-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,fig-h04-temporal-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-temporal-allocation-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-temporal-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,fig-h04-temporal-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H05.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H05.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H05.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H05.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H05.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H05.html,aria-describedby,fig-h05-near-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-near-results-a-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-near-results-b-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,fig-h05-chest-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-chest-results-a-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-chest-results-b-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,fig-h05-chest-adequacy-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-chest-adequacy-counts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-chest-limitations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-chest-sleep-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,fig-h05-near-adequacy-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-near-adequacy-counts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-near-limitations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,fig-h05-near-residual-fitted-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,fig-h05-near-residual-qq-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-near-sleep-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-mder-primary-scenarios-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-mder-gap-scenarios-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-mder-upper-tail-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-mder-influence-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,fig-h05-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-labelledby,tabset-1-1-tab,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-paired-f2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-labelledby,tabset-1-2-tab,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-paired-f3-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-labelledby,tabset-1-3-tab,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-paired-f4-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-labelledby,tabset-1-4-tab,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-paired-f5-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-leading-sensitivities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-descriptive-spearman-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-random-site-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-leave-site-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-exact-period-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-factors-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-near-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-chest-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-response-specifications-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-model-deviations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H05.html,aria-describedby,tbl-h05-data-deviations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H06.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H06.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H06.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H06.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H06.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H06.html,aria-describedby,fig-h06-core-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-primary-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-primary-site-interactions-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,fig-h06-primary-site-associations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-site-specific-associations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-gap-sensitivity-comparisons-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-employment-eligibility-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,fig-h06-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-key-sensitivities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-influence-checks-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-model-checks-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,fig-h06-residual-clock-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-exploratory-diary-associations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-exploratory-two-part-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,fig-h06-exploratory-day-type-time-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,fig-h06-exploratory-activity-time-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-exact-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-exact-confirmatory-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-fdr-adjustment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-describedby,tbl-h06-figure-readability-checks-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
notebooks/hypotheses/H06_daily.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H06_daily.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H06_daily.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H06_daily.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H06_daily.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H06_daily.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-analysis-roles-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-fdr-families-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,fig-h06-daily-primary-ratio-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,fig-h06-daily-primary-absolute-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,fig-h06-daily-fdr-overview-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-primary-matrix-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-primary-site-interactions-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,fig-h06-daily-primary-site-deviations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-labelledby,tabset-1-1-tab,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-placement-work-free-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-labelledby,tabset-1-2-tab,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-placement-activity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-labelledby,tabset-1-3-tab,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-placement-sleep-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-gap-decision-changes-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-joint-family-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-joint-stability-limitations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-joint-site-interactions-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,fig-h06-daily-temporal-gamm-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-temporal-gamm-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-main-comparison-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H06_daily.html,aria-describedby,tbl-h06-daily-diagnostic-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H07.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H07.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H07.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H07.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H07.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-response-specifications-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-near-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,fig-h07-near-smooth-derivative-pairs-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-near-results-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-chest-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,fig-h07-chest-smooth-derivative-pairs-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-chest-results-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-diagnostic-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-sensitivity-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-sensitivity-classifications-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-model-form-sensitivities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-near-loso-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H07.html,aria-describedby,tbl-h07-chest-loso-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H08.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H08.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H08.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H08.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H08.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-metrics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-families-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-primary-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,fig-h08-near-eye-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-near-eye-results-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-near-eye-predictions-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,fig-h08-chest-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-chest-results-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-interactions-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,fig-h08-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-response-gate-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-flagged-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,fig-h08-model-adequacy-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-site-influence-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-gap-common-sample-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,fig-h08-gap-common-sample-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-photoperiod-participant-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H08.html,aria-describedby,tbl-h08-metric-definition-sensitivities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H09.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H09.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H09.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H09.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H09.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-metrics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-primary-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,fig-h09-primary-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-near-eye-results-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-chest-results-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,fig-h09-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-interactions-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-qualified-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,fig-h09-near-eye-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,fig-h09-chest-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-gap-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-sensitivity-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H09.html,aria-describedby,tbl-h09-mean-timing-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H10.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H10.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H10.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H10.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H10.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-response-contract-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-multiplicity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,fig-h10-age-site-overview-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-main-results-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-near-age-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,fig-h10-age-associations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-near-sex-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,fig-h10-sex-associations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-chest-age-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-chest-sex-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-supported-interactions-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-site-estimates-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,fig-h10-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-diagnostic-counts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,fig-h10-core-diagnostics-age-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,fig-h10-core-diagnostics-biological-sex-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,fig-h10-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,fig-h10-gap-common-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-metric-sensitivities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-current-mder-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-current-mder-distribution-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H10.html,aria-describedby,tbl-h10-stability-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H11.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H11.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H11.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H11.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H11.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H11.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H11.html,aria-describedby,tbl-h11-primary-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H11.html,aria-describedby,tbl-h11-global-tests-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H11.html,aria-describedby,fig-h11-near-eye-curves-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H11.html,aria-describedby,tbl-h11-near-effect-size-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H11.html,aria-describedby,fig-h11-chest-curves-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H11.html,aria-describedby,tbl-h11-chest-effect-size-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
